key,nom,editeur,categories,installs,avis,note,cloud,modele_dc,derniere_version_dc
net.globosolutions.plugins.bitbucket2telegram,Telegram Connector for Bitbucket,Globo Solutions,Repository connectors;Messaging;Integrations,14,0,0,non,atlassian,2026-06-29
com.medeuit.jira.filter-catalog-plugin,Filter Catalog for advanced filter management and cleanup,Medeu IT,Admin tools;Tasks;Utilities;IT & helpdesk,2,3,5.0,oui,atlassian,2025-07-01
com.mgmtp.jira.app.user-data-cleanup.jira-user-cleanup,User Data Cleanup for Jira,mgm technology partners,,3,4,4.06,non,atlassian,2026-05-28
com.atlassian.plugins.connect.portfolio-insights.confluence,Portfolio Insights for Confluence Data Center,Atlassian,,70,0,0,non,free,2026-09-20
com.itlab.jira.plugins.attachment-downloader,Attachment Downloader for Jira,it.Lab,Document management;Integrations;Utilities,4,1,5.0,non,atlassian,2026-08-09
com.itlab.jira.plugins.select2,Select2 Transformer for Jira,it.Lab,Themes & styles;Utilities;Design tools,4,1,5.0,non,atlassian,2026-08-09
com.shdsd.plugin.sync-to-jira,Sync to Jira,DragonSoft,Integrations;Utilities;Project management,4,1,5.0,non,atlassian,2025-09-08
de.kupper.it.atlassian.confluence.carousel,Responsive Carousel,Kupper Software,Documentation;Macros,13,0,0,non,atlassian,2022-10-27
net.solutions.plugins.timestatistics,Time Spent,Globo Solutions,Time tracking;Reports;Monitoring;Project management,67,0,0,non,free,2025-12-04
com.workpath.jira.plugins.servlet.workpath-jira-servlet-for-goals,Workpath for Jira Data Center,Workpath GmbH,Workflow;Integrations;Utilities;Project management,16,2,5.0,non,free,2026-07-09
se.bjurr.prnfs.pull-request-notifier-for-stash,Pull Request Notifier for Bitbucket,GitBoost Software Inc.,Integrations;Utilities,65,0,0,non,free,2026-07-12
com.cprime.confluence.plugins.globalsso-for-confluence,Global SSO for Confluence,Appfire,Admin tools;Integrations;Utilities;Security,4,2,3.75,non,atlassian,2026-05-12
com.shdsd.plugin.watermarkForJira,Watermark for Jira and JSM,DragonSoft,Themes & styles;Document management;Documentation;Security,12,0,0,non,atlassian,2026-04-15
com.miniorange.twofactor.bamboo-twofactor,mO 2FA for Bamboo (Two Factor Authentication),miniOrange,Admin tools;Integrations;Utilities;Security,12,0,0,non,atlassian,2026-07-20
net.koncis.listedit,Easy List Edit (for Jira),Condoctor ApS,Custom fields;Dashboard gadgets;IT & helpdesk;Project management,12,0,0,non,atlassian,2026-03-04
de.t2consult.atlassian.jira.databaseconsole,Database Console for Jira,t2consult,,21,1,5.0,non,free,2026-05-19
com.codebarrel.addons.automation,Automation for Jira,Atlassian,Admin tools;Integrations;IT & helpdesk;Project management,0,312,4.57,oui,free,2025-03-25
com.jira.admanagerplus,ADManager Plus - Identity and Access Management Solution,ManageEngine,Admin tools;Workflow;Reports;IT & helpdesk,24,1,4.0,non,free,2026-07-10
net.gsolution.plugins.issue-approval,Issue Approval,Globo Solutions,Admin tools;Integrations;IT & helpdesk;Project management,57,0,0,non,free,2026-01-27
io.riada.jira.plugins.insight-jamf-integration,Assets - Jamf Integration,Atlassian,Custom fields;Integrations;IT & helpdesk,57,0,0,non,free,2025-07-29
at.celix.jira.plugins.bamboo-post-function,Build Trigger for Jira,Communardo Austria GmbH,Workflow;Build management;Integrations;Continuous integration,19,1,5.0,non,free,2025-10-17
com.miniorange.userprofile.confluence.userprofile-confluence,Custom profile attributes and LDAP sync for Confluence,miniOrange,Admin tools,2,2,5.0,non,atlassian,2026-05-28
com.medeuit.jira.jira-user-management,Advanced User Management for licenses and access control,Medeu IT,Admin tools;Reports;IT & helpdesk;Security,3,1,5.0,oui,atlassian,2025-07-14
bamboo-unified-connector,"Microsoft Teams, Slack, Google Chat integration for Bamboo",Move Work Forward,,3,1,5.0,non,atlassian,2026-01-14
com.celestecs.confluence.celestecs-reporting,CelesteCS Reporting for Confluence,Celeste Creative Solutions,Reports;Documentation;Integrations;Project management,3,1,5.0,oui,atlassian,2026-09-15
com.shdsd.jira.plugin.ProjectProps,Project Properties Extension for Jira,DragonSoft,Admin tools;Utilities;Project management,3,1,5.0,non,atlassian,2025-07-03
com.digixperience.atlassian.confluence.community,"Community (Ask, Discuss and Innovate)",DigiXperience,Workflow;Document management;Documentation;Blueprints,3,1,5.0,non,atlassian,2023-03-08
com.ovyka.jira.ovpronotifier,Advanced Notifications for Jira by Ovyka,Ovyka,Email;Utilities;IT & helpdesk;CRM,3,1,5.0,non,atlassian,2025-10-10
net.atlassian.jirabdd.bdd-for-jira,BDD for Jira,SpecBright,,4,2,3.12,oui,atlassian,2026-08-31
de.t2consult.atlassian.jira.announceitlite,Announce It Lite for Jira,t2consult,,52,0,0,oui,free,2026-01-01
de.xalt.confluence.plugins.advanced-tabs,Advanced Tabs - Tabbed Page Navigation For Confluence,XALT Business Consulting GmbH,Themes & styles;Macros;Design tools;Mobile,10,0,0,non,atlassian,2025-11-13
com.glintech.jira.plugins.terms-and-conditions-for-jira,Terms and Conditions for Jira,GLiNTECH - a Valiantys company,Admin tools;Messaging;Utilities;Security,10,0,0,non,atlassian,2026-03-03
com.onresolve.scriptrunner.assets.adaptavist-assistant-plugin,Adaptavist Assistant,The Adaptavist Group,Admin tools;IT & helpdesk,49,0,0,oui,free,2026-04-08
com.sonatype.clm.ci.bamboo,Sonatype for Bamboo Data Center,Sonatype,Integrations;Security,48,0,0,non,free,2026-09-07
com.fulstech.jira-checklist,Checklist Custom Field for Jira Data Center,Fulstech,Custom fields;Tasks;Documentation,9,0,0,non,atlassian,2026-02-13
com.sbevision.jira-server-dt-plugin,SBE Digital Thread,"SBE Vision, Inc.",,1,3,5.0,non,free,2025-12-30
com.empyra.upl.UserPropertyListenerforJira,User Property Listener for Jira,appserve.ai – a division of Empyra,Admin tools;Custom fields;Reports;Integrations,1,3,5.0,non,atlassian,2026-07-17
de.smartics.atlassian.confluence.smartics-projectdoc-confluence-space-core,projectdoc Core Blueprints,smartics,Documentation;Blueprints;Macros,24,1,1.25,non,free,2025-08-22
com.jbehaveforjira.plugin,JBehave for Jira,SpecBright,Document management;Documentation;Integrations;Testing & QA,1,4,4.69,non,atlassian,2026-04-09
com.microfocus.adm.alm.jira-alm-plugin,ALM - Test Management for Jira,Open Text,Testing & QA,14,1,5.0,non,free,2026-09-02
onlyoffice.onlyoffice-jira-app,ONLYOFFICE Connector for Jira,Ascensio System SIA,Charts & diagramming;Document management;Integrations;Continuous integration,42,0,0,oui,free,2026-09-15
com.coveo.confluence.plugin.CoveoConfluenceEnhancedRestApi,Coveo REST API for Confluence,Coveo,Utilities,42,0,0,non,free,2026-05-19
ie.mile.task-manager-extender,Task Manager REST API Extender for Jira,Rozdoum,Tasks;Integrations;Testing & QA,42,0,0,non,free,2026-05-15
io.hgn.jira.viableissues-core,Viable Issues Core – Connector for Jira,Seibert,Documentation;Integrations;Macros;Utilities,41,0,0,non,free,2026-06-19
kr.dmove.wiki.usermng.Content-User-Management,Moves User & Contents Management for Confluence,Dmove,,8,0,0,oui,atlassian,2026-03-25
de.resolution.httpheaderauth.confluence,HTTP Header Authentication for Confluence,resolution Reichert Network Solutions GmbH,Integrations,8,0,0,non,atlassian,2026-09-07
com.akelesconsulting.confluence.plugins.mchartm,Multiple Filters Chart Macros (for Jira reports),Akeles Consulting,Charts & diagramming;Reports;Macros,38,0,0,non,free,2026-04-20
com.dsr.atlassian.jira.custom-field-protector-jira-plugin,Delta Guard: security for custom fields in Jira,DSR Corporation,Admin tools;Custom fields;Security,2,1,5.0,non,atlassian,2026-06-01
de.t2consult.atlassian.jira.announceit,Announce It for Jira,t2consult,,2,1,5.0,non,atlassian,2026-06-26
com.riadalabs.jira.plugins.insight-googlecloud-integration,Assets - Google Cloud Integration,Atlassian,,37,0,0,non,free,2026-03-26
eu.prepend.confluence.rsvp,RSVP for Confluence Data Center,Krosoft,Documentation;Macros,1,5,4.25,non,free,2026-04-29
bitbucket-google-chat-integration,Google Chat integration for Bitbucket,votazz,Workflow;Messaging;Integrations;Continuous integration,2,1,5.0,non,atlassian,2025-11-19
ch.infometis.jira.tdo,Test Data Orchestrator,Infometis,Code quality;Testing & QA,2,1,5.0,non,atlassian,2025-11-06
com.lifeincodes.issue-preview-for-confluence,Issue Preview for Confluence,Life in Codes,Custom fields;Integrations;Macros;Utilities,35,0,0,non,free,2026-04-22
de.smartics.atlassian.confluence.smartics-projectdoc-confluence-space-prjmgmt,Blueprints for Project Management,smartics,Documentation;Blueprints,35,0,0,non,free,2024-10-22
de.accxia.apps.jira.logViewer.LogViewer,LogViewer for Jira,Accxia,,34,0,0,oui,free,2026-05-19
com.pagerduty.eu.jira-server-plugin,PagerDuty for Jira Server & Data Center (EU only version),PagerDuty,Integrations;IT & helpdesk;Monitoring,34,0,0,non,free,2026-08-04
de.catworkx.jira.plugins.scheduled-operations-layer,Teamworkx Connector for Jira,catworkx GmbH,Integrations,7,0,0,non,atlassian,2025-10-16
net.utoolity.atlassian.bamboo.automation-with-aws-bamboo,Automation with AWS (Bamboo),Utoolity,Workflow;Tasks;Messaging;Integrations,7,0,0,non,atlassian,2026-09-01
com.itlab.jira.plugins.workflow-booster,Workflow Booster for Jira,it.Lab,Admin tools;Workflow;Utilities;Project management,1,2,5.0,non,atlassian,2026-08-09
de.kyona.todoboard,MyToDo Board for Jira,kyona group,Tasks,1,2,5.0,non,atlassian,2024-02-14
com.okapya.jira.checklist-sil-connector,Checklist for Jira SIL Connector,Okapya Software Solutions Inc.,Custom fields;Utilities,32,0,0,non,free,2025-12-23
com.uipath.testmanagementhub,UiPath Test Manager for Jira,UiPath,Integrations;Testing & QA,32,0,0,non,free,2026-06-05
com.sinequa.connector.Sinequa,Sinequa ES for Confluence,Sinequa,Integrations,10,1,5.0,non,vendor,2026-06-12
com.riadalabs.jira.plugins.insight-servicenow-integration,Assets - ServiceNow Integration,Atlassian,Integrations;IT & helpdesk,29,0,0,non,free,2025-08-27
net.brokenbuild.dc.burn-chart,Burnup Burndown chart gadget (forecast on Jira DC Dashboard),Broken Build,Dashboard gadgets;Charts & diagramming;Reports;Project management,6,0,0,non,atlassian,2026-09-16
net.brokenbuild.dc.cycle-time,"Cycle Time Gadgets: Time in Status, Trend report for Jira",Broken Build,Dashboard gadgets;Charts & diagramming;Reports;Project management,6,0,0,non,atlassian,2026-09-14
asset-history,Assets History for Jira,SaaSJet,,6,0,0,non,atlassian,2026-07-22
com.miniorange.usermanagement.bitbucket-user-management,Automated User Management & Auto-deactivation for Bitbucket,miniOrange,,6,0,0,non,atlassian,2026-09-18
com.whitesoftware.confluence.navigator-for-confluence,Navigator for Confluence,White Software,Admin tools;Themes & styles;Utilities,6,0,0,non,atlassian,2026-02-09
com.miniorange.bitbucket.crowd.bitbucket-crowd-sso,mO SSO connector for Crowd and Bitbucket,miniOrange,Integrations;Utilities,6,0,0,non,atlassian,2026-08-24
com.addteq.confluence.plugin.unstoppable.unstoppable-confluence,Unstoppable for Confluence,Addteq Inc,Integrations;Utilities;Project management,6,0,0,non,atlassian,2026-03-20
de.kupper.it.atlassian.confluence.bulk.space.categories,Bulk Space Categories (labels),Kupper Software,Admin tools,6,0,0,non,atlassian,2023-11-19
net.utoolity.atlassian.jira.identity-federation-for-aws-jira,Identity Federation for AWS (Jira),Utoolity,Admin tools;Dashboard gadgets;Integrations,6,0,0,non,atlassian,2026-09-01
de.accxia.apps.confluence.logViewer.LogViewer,LogViewer for Confluence,Accxia,,26,0,0,oui,free,2026-05-27
com.medeuit.jira.world-time-gadget,World Time Gadget,Medeu IT,Dashboard gadgets;Charts & diagramming;Utilities;IT & helpdesk,12,1,3.0,oui,free,2025-07-01
com.requirementyogi.extensions.requirementyogi-comala,Requirement Yogi - Comala Integration,Requirement Yogi,Document management,25,0,0,non,free,2026-09-23
com.dsr.atlassian.jira.jira-star-plugin,Alpha Star: personal favorites for Jira free,DSR Corporation,Custom fields;Dashboard gadgets;Utilities,8,1,5.0,non,free,2026-07-16
com.qmetry.qmetry-test-management-for-bamboo,QTM4J Integration for Bamboo,SmartBear Software,Tasks;Testing & QA,8,1,5.0,non,free,2026-09-24
com.anova.jira.plugins.excel,SIL Excel Connector,Appfire,Workflow;Reports;Integrations;Project management,23,0,0,non,free,2026-02-27
com.atlassian.migration.jira.connector.jira-migration-connector,Migration Connector for Jira,Atlassian,,22,0,0,non,free,2026-09-17
com.sevidev.advanced.issue.history,Advanced Issue History,Sevidev,Admin tools;Utilities;IT & helpdesk,5,0,0,non,atlassian,2026-06-02
net.savignano.s-notify.bitbucket.gui,S/Notify Email Encryption for Bitbucket,savignano software solutions,Email;Utilities;Security,5,0,0,non,atlassian,2025-10-14
com.ovyka.jira.ovelasticlink,BI Indexer: ElasticSearch for Jira by Ovyka,Ovyka,Reports;Integrations,5,0,0,non,atlassian,2024-01-19
at.celix.confluence.plugins.confluencemediaprocessor,Media Processor for Confluence,Communardo Austria GmbH,Macros;Utilities,22,0,0,non,free,2025-12-23
de.smartics.atlassian.confluence.smartics-projectdoc-confluence-space-agileplanning,Blueprints for Agile Planning,smartics,Documentation;Blueprints;Macros,22,0,0,non,free,2025-09-11
com.atlassian.jira.plugins.jpd-integration-plugin-for-jiradc,Jira Product Discovery integration for Jira Data Center,Atlassian,Admin tools;Integrations;Project management,21,0,0,non,free,2026-01-21
com.wittified.jira.profields.pcfj-integration-with-profields,Delegated Project Creator for Projectrak,Appfire,Admin tools,9,1,3.75,non,free,2026-04-20
com.medeuit.jira.project-administration-access,Project Administration Access,Medeu IT,Admin tools;Utilities;IT & helpdesk;Security,1,1,5.0,non,atlassian,2026-02-20
com.borg.bitbucket.stop-the-line,Stop The Line for Bitbucket,Sveasoft,Repository hooks;Continuous integration,1,1,5.0,non,atlassian,2026-03-20
com.almarise.apps.communities,Communities for Jira,Almarise,Custom fields;Design tools;IT & helpdesk;CRM,1,1,5.0,non,atlassian,2026-09-17
de.smartics.atlassian.confluence.smartics-projectdoc-confluence-space-teamwork,Blueprints for Teamwork,smartics,Documentation;Project management,20,0,0,non,free,2024-10-22
com.atlassian.stash.plugin.stash-inbox-hook,Inbox Hook for Bitbucket Data Center,Atlassian Labs,,19,0,0,non,free,2025-12-01
com.riadalabs.jira.plugins.insight-device42-integration,Assets - Device42 Integration,Atlassian,Integrations;IT & helpdesk,18,0,0,non,free,2025-08-27
com.mgmtp.jira.app.group-master.jira-group-master,Group Master for Jira,mgm technology partners,,4,0,0,non,atlassian,2026-09-10
io.innovura.plugins.avatari,Avatari | Avatar Generator,Futurate,,4,0,0,non,atlassian,2024-02-06
com.acis.rm,Quality Risk Manager,Acis,Dependency management;Testing & QA,4,0,0,non,atlassian,2026-08-30
com.miniorange.password.password-policy,Advanced Password Policy Manager for Jira,miniOrange,,4,0,0,non,atlassian,2023-07-12
org.techtime.bitbucket.plugins.easytime,EasyTime Automatic Tracker for Bitbucket Time Tracking,TechTime Initiative Group Limited,Time tracking;Reports;Code review,4,0,0,non,atlassian,2025-10-02
net.brutscher.confluence.searchbelow.SearchBelow,Search Below,IT-Beratung Dirk Brutscher,Workflow;Document management;Documentation;Utilities,4,0,0,non,atlassian,2025-12-03
com.jsoft.jira.plugins.jira-ms365,Microsoft 365 Connector for Jira,J Soft,Admin tools;Email;Messaging;Integrations,4,0,0,non,atlassian,2026-04-17
com.miniorange.bamboo.crowd.bamboo-crowd-sso,mO SSO connector for Crowd and Bamboo,miniOrange,Integrations;Utilities,4,0,0,non,atlassian,2026-08-21
de.resolution.usersync.bitbucket,"User Sync: SCIM Provisioning, Group Sync for Bitbucket",resolution Reichert Network Solutions GmbH,Admin tools;Integrations;Utilities;Security,4,0,0,non,atlassian,2026-08-28
de.t2consult.atlassian.bitbucket.logviewer,Log Viewer for Bitbucket,t2consult,,17,0,0,non,free,2024-10-30
net.utoolity.atlassian.jira.automation-with-aws-jira,Automation with AWS (Jira),Utoolity,Workflow;Messaging;Integrations;IT & helpdesk,4,0,0,non,atlassian,2026-09-01
org.whitesource.jira-server-plugin,Mend for Jira Data Center (formerly WhiteSource),Mend.io,Integrations;Continuous integration;Security;Dependency management,16,0,0,non,vendor,2026-05-24
de.smartics.atlassian.confluence.smartics-projectdoc-confluence-space-swdev,Blueprints for Software Development,smartics,Documentation;Blueprints;Macros,16,0,0,non,free,2025-08-22
com.wobo.eu.jira.server.jira-plugin,WorkBoard OKRs for Jira (EU),WorkBoard Inc.,,14,0,0,oui,free,2025-03-10
G2G-CAC-JIRA,CAC/PIV © Authenticator for Jira,"Goldfinger Holdings, Inc.",Admin tools;Utilities,1,6,5.0,oui,vendor,2024-04-03
com.smartbear.collab-jira-server-plugin,Collaborator - Code Review Integration for Jira,SmartBear,Integrations;Code review;Testing & QA,13,0,0,non,free,2026-08-21
de.t2consult.atlassian.jira.dynamic,Dynamic UI for Jira,t2consult,,3,0,0,non,atlassian,2025-12-30
com.mgmtp.jira.app.group-master.confluence-group-master,Group Master for Confluence,mgm technology partners,,3,0,0,non,atlassian,2026-09-10
kr.osci.apps.flex_jsm,Flexible User License - Auto User Management for JSM,OSCi (Open Source Consulting),,3,0,0,non,atlassian,2026-09-08
com.sodius.oslc.app.confluence,SodiusWillert OSLC Connect for Confluence,SodiusWillert,Repository connectors;Integrations;Continuous integration;Project management,3,0,0,non,atlassian,2026-03-31
de.devopssystems.defaulttasks.bitbucket.default-task-bitbucket,Smart Default Tasks for Pull Requests,DevOpsSystems GmbH,Workflow;Tasks;Code quality;Code review,3,0,0,non,atlassian,2026-03-09
de.smartics.userscripts-for-confluence,Userscripts for Confluence,smartics,Utilities,3,0,0,non,atlassian,2026-09-04
com.brikit.contentflow,Brikit Content Flow,Brikit,Workflow;Shared workflows;Document management;Documentation,3,0,0,non,atlassian,2025-01-17
com.vamhi.log-viewer-lite-jira,Vamhi Log Viewer Lite for Jira,Vamhi,,12,0,0,non,free,2026-01-02
de.smartics.atlassian.smartics-projectdoc-webapi-extension,projectdoc Web API Extension,smartics,Document management,12,0,0,non,free,2026-09-04
de.smartics.atlassian.confluence.smartics-doctype-addon-services,Blueprints for Service Management,smartics,Documentation;Blueprints,11,0,0,non,free,2024-10-22
com.cprime.jira.plugins.sfdc,Power Salesforce Connector for Jira,Appfire,Integrations;CRM;Project management,11,0,0,non,free,2026-02-27
com.sourcegraph.plugins.sourcegraph-bitbucket,Sourcegraph for Bitbucket,"Sourcegraph, Inc",Integrations;Code quality;Code review;Source code,10,0,0,non,vendor,2025-02-13
com.secsign.secsign-crowd,Two-Factor Authentication (2FA) for Crowd,SecSign Technologies,Admin tools;Integrations;Utilities,10,0,0,non,free,2026-04-20
autosync-jira-trello,Trello 2 Way Integration for Jira,Unito,Workflow;Integrations;Utilities;Project management,0,12,5.0,oui,vendor,2025-07-10
com.qasymphony.qtest-plugin-for-bamboo,Tricentis qTest Integration for Bamboo,Tricentis,Build management;Continuous integration;Source code;Testing & QA,9,0,0,non,free,2026-09-14
cea4b4d2-9e2c-4c93-bfa5-0b944b0876d0.stash,Kantega User Management & License Optimizer for Bitbucket,Kantega SSO,,2,0,0,non,atlassian,2026-07-03
com.teamswork.export.owly-jira-data-exporter,Owly Json Data Exporter for Jira,"Teams, Work. Ltd",,2,0,0,non,atlassian,2026-05-16
net.brokenbuild.dc.cumulative-flow,Cumulative Flow Diagrams/CFD for Scrum/Kanban (Agile Charts),Broken Build,Dashboard gadgets;Charts & diagramming;Reports;Project management,2,0,0,non,atlassian,2026-07-29
com.xopero.gitprotect.io,GitProtect.io Backup for Bitbucket,Xopero Software,Admin tools;Utilities;IT & helpdesk;Security,0,10,5.0,oui,vendor,2021-09-01
de.t2consult.atlassian.jira.attachmentscanner,Attachment Scanner for Jira,t2consult,,2,0,0,non,atlassian,2025-10-30
eu.toimproveit.atlassian.terminal4bitbucket,Terminal for Bitbucket,2improveIT,Admin tools;Utilities;Monitoring;Security,2,0,0,non,atlassian,2025-10-22
de.resolution.usersync.bamboo,"User Sync: SCIM Provisioning, Group Sync for Bamboo",resolution Reichert Network Solutions GmbH,Admin tools;Integrations;Utilities;Security,2,0,0,non,atlassian,2026-08-28
eu.toimproveit.saml.bitbucket.SAML4Bitbucket,SAML (SSO) Single Sign-On for Bitbucket,2improveIT,Admin tools;Integrations;Utilities;Security,2,0,0,non,atlassian,2025-02-14
com.atlassian.confluence.plugins.editor.confluence-source-editor,Storage Format Source Editor for Confluence,Atlassian Labs,Admin tools,0,94,4.2,non,free,2026-01-27
io.cobalt.jira.cobalt-jira-server-plugin,Cobalt for Jira Data Center,Cobalt Labs Inc. HQ,Integrations;Security,8,0,0,non,free,2026-06-03
de.smartics.atlassian.confluence.smartics-doctype-addon-strategy,Blueprints for Business Strategy,smartics,Documentation;Blueprints,8,0,0,non,free,2024-10-22
com.develocenter.jira.extschemes.cp,Extended Schemes for Customer Portal,Develocenter,IT & helpdesk,8,0,0,non,free,2025-11-05
de.smartics.atlassian.confluence.smartics-projectdoc-confluence-arc42,Blueprints for arc42,smartics,Documentation;Blueprints;Macros,8,0,0,non,free,2025-08-22
de.smartics.atlassian.confluence.smartics-projectdoc-confluence-space-devdiary,projectdoc Developer Diaries,smartics,Documentation;Blueprints;Macros,8,0,0,non,free,2025-08-22
com.k15t.scroll.scroll-acrolinx,Acrolinx Connector for Confluence,HiQ GmbH,Document management;Documentation;Integrations,8,0,0,non,vendor,2026-02-18
com.itlab.jira.plugins.dashboard-booster,Dashboard Booster for Jira,it.Lab,Dashboard gadgets;Reports;Utilities;Design tools,0,1,5.0,non,atlassian,2026-08-09
com.accxia.sd.doubleprotect,DoubleProtect,Accxia-US,Admin tools;Integrations;Utilities;Security,0,1,5.0,non,atlassian,2025-09-12
com.alphalyrae.likertsurvey,Likert Rating Survey,Alpha Lyrae Systems,Charts & diagramming;Reports;Documentation;Macros,0,1,5.0,non,atlassian,2021-10-08
eu.toimproveit.saml.bamboo.SAML4Bamboo,SAML (SSO) Single Sign-On for Bamboo,2improveIT,Admin tools;Integrations;Utilities;Security,0,1,5.0,non,atlassian,2025-02-14
com.valiantys.valiantys-assessment-confluence,Valiantys Assessment for Confluence,GLiNTECH - a Valiantys company,,7,0,0,non,free,2026-09-23
de.smartics.atlassian.smartics-projectdoc-infosys-extension,projectdoc Information Systems Extension,smartics,Document management;Macros,7,0,0,non,free,2026-09-04
com.ceptah.mspjirabridge,Ceptah Bridge for Jira and MS Project Synchronisation,Ceptah Solutions,Integrations;Project management,0,16,4.38,oui,vendor,2026-06-01
com.coveo.jira.plugins.enhancedrestapi.CoveoEnhancedRestApi,Coveo REST API for Jira,Coveo,Utilities,6,0,0,non,free,2026-05-20
com.miniorange.sso.oauth.sso-crowd-oauth,OAuth/OpenID Connect (OIDC) SSO for Crowd,miniOrange,,6,0,0,non,free,2025-05-16
com.atlassian.troubleshooting.plugin-confluence,Troubleshooting and Support for Confluence,Atlassian,,0,12,4.48,non,free,2026-09-15
org.swift.atlassian.cli,Atlassian Command Line Interface (CLI),Appfire,Admin tools;Tasks;Integrations;Utilities,0,8,4.69,oui,free,2024-12-04
com.unito.sync,Unito 2 Way Integrations for Jira,Unito,Workflow;Integrations;Utilities;Project management,0,10,4.5,oui,vendor,2025-02-20
unito.io.jira.asana,Asana 2 Way Integration for Jira,Unito,Workflow;Integrations;Utilities;Project management,0,5,5.0,oui,vendor,2025-07-15
FreshdeskJIRA,Freshdesk for Jira Connector,IntegrateCloud Inc,,0,6,4.79,oui,free,2019-03-26
ai.karli.app.KarliPlugin,Karli for Confluence,FiveSquare,,5,0,0,non,free,2025-10-15
com.atlassian.troubleshooting.plugin-jira,Troubleshooting and Support for Jira,Atlassian,Admin tools,0,26,3.89,non,free,2026-08-13
com.xliic.ci.bamboo-plugin,REST API Static Security Testing,42Crunch,Code quality;Security;Testing & QA,5,0,0,non,free,2026-07-06
atlassian-plugin-sdk-tgz,Atlassian Plugin SDK - TGZ,Atlassian,Admin tools;Workflow;Build management;Utilities,0,4,5.0,non,free,2026-01-19
com.miniorange.migration.jira-migration-assistant,"DLP- Sensitive Data ( PII, GDPR ) Scanner & Cleaner for Jira",miniOrange,Admin tools;Security,1,0,0,non,atlassian,2026-07-06
com.churrie.confluenceOnewaySync,One-Way Sync for Confluence,Churrie Works Inc,,1,0,0,non,atlassian,2026-02-21
com.dsr.atlassian.jira.jira-tree-plugin,Sigma Tree: WBS tasks structure for Jira,DSR Corporation,Time tracking;Custom fields;Tasks;Project management,1,0,0,non,atlassian,2025-12-10
com.plateer.matilda.smart-license-for-jira,Smart License Manager for Jira,Plateer,Admin tools,1,0,0,non,atlassian,2026-06-24
net.brokenbuild.dc.monte-carlo-chart,Monte Carlo simulations for Jira (Agile Charts Reports KPIs),Broken Build,Dashboard gadgets;Charts & diagramming;Reports;Project management,1,0,0,non,atlassian,2026-09-16
net.brokenbuild.dc.custom-chart,Created vs Resolved charts for Jira (Agile Gadgets Reports),Broken Build,Dashboard gadgets;Charts & diagramming;Reports;Project management,1,0,0,non,atlassian,2026-09-24
net.brokenbuild.dc.wip-chart,Agile WIP Aging & Run charts for Jira (Gadgets Reports KPIs),Broken Build,Dashboard gadgets;Charts & diagramming;Reports;Project management,1,0,0,non,atlassian,2026-09-17
tn.arribatt.jira.saveAsDraft,Save as Draft – For lengthy forms,Arribatt,IT & helpdesk,1,0,0,non,atlassian,2025-12-04
com.medeuit.jira.bulk.linkage,Bulk Linkage,Medeu IT,Admin tools;Workflow;Utilities;IT & helpdesk,1,0,0,oui,atlassian,2025-10-08
com.medeuit.jira.jira-trending,Trending Gadget for historical trends on dashboards,Medeu IT,Dashboard gadgets;Charts & diagramming;Reports;IT & helpdesk,1,0,0,oui,atlassian,2026-06-25
de.accxia.jira.addon.access.AccxiaGenericJiraAccess,Generic Access for Jira,Accxia,Reports;Documentation;Macros,1,0,0,non,atlassian,2026-07-29
com.infosysta.session.sessionManagement,Session Manager for Confluence,Futurate,Admin tools;Security,1,0,0,non,atlassian,2026-08-12
com.xdevpod.Translate-for-Jira,Translate for Jira,XDevPod,Custom fields;Language packs;IT & helpdesk;Project management,1,0,0,non,atlassian,2026-07-01
com.infosysta.lexzur-connector,Lexzur Connector,Futurate,,1,0,0,oui,atlassian,2026-08-13
com.methoda.addons.add-another,Add Another - Multiple Issue Creation,Methoda,,1,0,0,non,atlassian,2026-08-11
com.keplertechnologies.multiFactorAuthForJira,Kepler - Multi-Factor Authentication For Jira,Kepler Technologies,Admin tools;Utilities;Security,1,0,0,non,atlassian,2025-12-31
com.sevidev.jira.newspopup.announcementsforjira,Announcements for Jira,Sevidev,Admin tools;Workflow;Utilities;Project management,1,0,0,non,atlassian,2024-09-20
com.infosysta.jira.UserAccessControl,Session Manager for Jira,Futurate,Admin tools;Utilities;Security,1,0,0,non,atlassian,2026-08-12
eu.toimproveit.atlassian.terminal4jira,Terminal for Jira,2improveIT,Admin tools;Utilities;Monitoring;Security,1,0,0,non,atlassian,2025-10-22
com.shdsd.plugin.AutoStatus,Automatic Status for Jira,DragonSoft,Workflow;Time tracking;Utilities;Project management,1,0,0,non,atlassian,2022-10-18
com.acis.tm,Template Manager,Acis,Admin tools;Tasks;Utilities;Testing & QA,1,0,0,non,atlassian,2026-06-19
com.akelesconsulting.jira.plugins.groupcfpicker,Group Alias Picker,Akeles Consulting,Admin tools;Custom fields,1,0,0,non,atlassian,2023-12-11
com.luxplugins.bitbucket.plugin.scim-for-bitbucket,SCIM User Provisioning for Bitbucket,LuxPlugins,Admin tools;Integrations;Security,1,0,0,non,atlassian,2026-09-16
com.miniorange.usersync.miniorange-usersync-bitbucket,"mO SCIM Provisioning, User Sync & Group Sync for Bitbucket",miniOrange,Admin tools;Integrations;Utilities;Security,1,0,0,non,atlassian,2026-09-16
io.kazimir.epicwatcher,Epic watcher,Doitb,Utilities,1,0,0,non,atlassian,2025-09-19
