key,nom,editeur,categories,installs,avis,note,cloud,modele_dc,derniere_version_dc
com.alphaserve.tableau-connector-jira,Tableau Connector for Jira,Tempo Software,Charts & diagramming;Reports;Integrations;Project management,585,12,5.0,oui,atlassian,2026-09-23
aldeva.app.jira.issue.calendar,Issue Calendar for Jira,ALDEVA DIGITAL,Shared workflows;Tasks;Utilities;Project management,1169,17,3.75,oui,atlassian,2026-02-06
com.communardo.confluence.metadata,Metadata for Confluence,Elevatic,Custom fields;Reports;Document management;Project management,622,18,4.72,oui,atlassian,2026-09-08
com.coresoftlabs.secure-fields.secure-fields,Secure Fields - Data Security & Privacy - ROA Ready!,Almarise,Custom fields;Utilities;Security;Project management,650,30,4.46,oui,atlassian,2026-09-23
info.renjithv.jira.plugins.sysadmin.homedirectorybrowser,"Home Directory, Database & Log File Browser for Jira",votazz,Admin tools;Tasks;Utilities,608,27,4.58,non,atlassian,2026-02-11
app.releasemanagement.agile-board,Advanced Kanban & Agile Boards: SAFe & WIP Limits for Jira,Release Management,Utilities;Dependency management;Project management,523,17,4.93,oui,atlassian,2026-09-21
net.seibertmedia.confluence.linchpin-suite,"Linchpin Intranet Suite - Themes, Users, Menu, News & More",Seibert,Themes & styles;Macros;Mobile;Project management,382,43,5.0,oui,atlassian,2026-09-17
de.stagil.jira.stagil-assets,"STAGIL Assets - Link & Relation Management, JSM Procurement",STAGIL by catworkx,Custom fields;IT & helpdesk;CRM;Dependency management,481,32,4.8,oui,atlassian,2026-09-16
com.miniorange.twofactor.jira-twofactor,mO 2FA for Jira (Two Factor Authentication),miniOrange,Admin tools;Integrations;Utilities;Security,383,55,4.95,non,atlassian,2026-08-10
com.deniz.jira.reminders,Reminders for Jira,The Starware,Tasks;Email;IT & helpdesk;Project management,734,20,4.38,oui,atlassian,2026-05-16
ch.mibex.bamboo.sonar4bamboo,Include Code Quality for Bamboo,Elevatic,Tasks;Continuous integration;Code quality;Code review,551,24,4.69,non,atlassian,2025-11-27
ru.teamlead.jira.plugins.JIRA-Teamlead-Calendar,"Calendar for Jira (Timeline Roadmap, Planning & Events)",Teamlead,Time tracking;Reports;Tasks;Project management,1009,104,3.33,oui,atlassian,2026-05-25
microsoft-teams,Microsoft Teams for Jira Data Center,Atlassian,Integrations,26861,322,3.68,oui,free,2026-02-24
com.metainf.confluence.plugin.pagetreeexporter.pagetree-word-exporter-plugin,"Content Exporter for Confluence (PDF, Word, HTML)",META-INF KFT,Document management;Documentation;Macros;Utilities,1104,28,3.48,oui,atlassian,2026-08-14
rs.codecentric.label-manager-project,Label Manager for Jira,codecentric AG,Admin tools;Custom fields;Project management,754,18,4.31,oui,atlassian,2026-07-24
net.luethi.plugins.jira.apn4jiraconnect,Mobility for Jira - mobile for enterprise & teams,Mobility Stream,Messaging;IT & helpdesk;Mobile;Project management,837,53,3.73,oui,atlassian,2026-09-15
com.onresolve.stash.groovy.groovyrunner,ScriptRunner for Bitbucket,The Adaptavist Group,Workflow;Utilities;Repository hooks;Code review,602,20,4.56,non,atlassian,2026-09-11
com.brizoit.companycalendar,Company Calendar for Jira,BrizoIT,Dashboard gadgets;Reports;Tasks;Project management,586,38,4.38,oui,atlassian,2026-08-19
net.softwaretank.smart-issue-templates,Smart Issue Templates for Jira,AppsDelivered,Custom fields;IT & helpdesk;Project management;Testing & QA,379,56,4.87,oui,atlassian,2026-05-18
fr.spectrumgroupe.confluence.plugins.formatting.macros,Content Formatting Toolkit for Confluence,VECTORS,Themes & styles;Document management;Documentation;Macros,891,27,3.8,oui,atlassian,2026-09-22
com.codedoers.jira.repeating-issues,Repeating Issues for Jira,Codedoers Sp. z o.o.,Workflow;Tasks;Utilities;Project management,687,28,4.2,oui,atlassian,2026-01-07
com.miniorange.oauth.confluence-oauth,Single Sign On (SSO) via OAuth and OpenID for Confluence,miniOrange,Integrations;Utilities,332,53,5.0,oui,atlassian,2026-09-17
de.stagil.jira.stagil-table-field,"STAGIL Tables (ToDo Checklists, Reports, Data Sync, APIs)",STAGIL by catworkx,Custom fields;Reports;Tasks;Integrations,652,19,4.41,oui,atlassian,2026-06-25
com.decadis.confluence.spaceadmin,Space Admin for Confluence,Decadis AG,Admin tools;Document management;Documentation;Utilities,351,36,5.0,non,atlassian,2026-04-16
de.catworkx.jira.plugins.outlook2jira,Outlook Connector for Jira,gesesoft,Email;Integrations;IT & helpdesk;Project management,736,27,4.07,oui,atlassian,2026-03-25
confluence-microsoft-teams-connector,Advanced Microsoft Teams Connector for Confluence,Move Work Forward,Messaging;Integrations;IT & helpdesk;Project management,637,17,4.49,oui,atlassian,2026-07-01
com.comalatech.cloud.approvals,Comala Document Control,Appfire,Workflow;Document management;Documentation;Project management,735,24,4.11,oui,atlassian,2026-07-15
fr.spectrumgroupe.confluence.plugins.glossary,Glossary for Confluence (Terms Definition),VECTORS,Document management;Documentation;Blueprints;Macros,799,87,3.58,oui,atlassian,2026-09-21
com.stonikbyte.jira.plugins.project-docs-plugin,Documents for Jira,StonikByte,Dashboard gadgets;Document management;Project management,505,23,4.67,oui,atlassian,2026-01-05
de.scandio.confluence.plugins.task-reminder,Task Reminder - Slack & Mail Notifications for Confluence,Lively Apps,Tasks;Email;Messaging;Integrations,840,14,4.11,oui,atlassian,2026-07-01
com.radbee.confluence.plugins.jira-snapshots-for-confluence,Snapshots of Jira Data into Confluence,RadBee Ltd,Reports;Integrations;Macros;Project management,408,28,4.87,oui,atlassian,2026-09-15
com-softcomply-riskmanager-plus,SoftComply Risk Manager Plus for Advanced Risk Management,SoftComply,Custom fields;Reports;Monitoring;Project management,568,10,4.88,oui,atlassian,2026-08-03
com.lucidchart.confluence.plugins.lucid-confluence,Lucidchart Diagrams Connector,Lucid,Charts & diagramming;Macros;Design tools,25960,261,3.52,oui,free,2026-09-10
com.infosysta.plugins.licensing.license,Microsoft Outlook for Jira,Futurate,Email;Integrations;Mobile;Project management,671,48,3.98,oui,atlassian,2026-08-11
amoeboids-upraise,"UpRaise for Employee Success - OKRs, Feedback, Review forms",Amoeboids Technologies Pvt Ltd,Dashboard gadgets;Project management,636,42,4.11,oui,atlassian,2026-09-16
com.ricksoft-inc.plugins.space-sync-for-confluence,Space Sync for Confluence (Copy & Publish Pages over Sites),"Ricksoft, Inc.",Shared workflows;Document management;Documentation;Utilities,767,11,4.34,oui,atlassian,2026-08-21
io.bloompeak.jira-reports-free,Easy Reports Free - Custom Charts for Jira Dashboard,Bloompeak,Dashboard gadgets;Charts & diagramming;Reports;Project management,11699,91,4.85,oui,free,2026-08-12
net.seibertmedia.jira.plugins.agilehive,Agile Hive | SAFe Structure ART PI Planning Roadmaps,Seibert,Reports;Integrations;Dependency management;Project management,328,37,5.0,oui,atlassian,2026-07-30
com.aelbox.scrumpy,Scrumpy Planning Poker for Jira,AELBOX,Workflow;Integrations;Utilities;Project management,744,22,4.03,oui,atlassian,2026-02-03
com.tngtech.jira.plugins.customcontent.jira-gadget-custom-content,Custom Content for Jira,TNG Technology Consulting GmbH,Dashboard gadgets,744,22,4.03,oui,atlassian,2026-09-10
onedrive-confluence,OneDrive & SharePoint for Confluence,Bilith (Office 365 apps),Document management;Documentation;Integrations;Macros,965,24,3.54,oui,atlassian,2026-03-31
com.decadis.confluence.lastlog,Last Log for Confluence,Decadis AG,Admin tools;Reports;Utilities;Monitoring,516,13,4.81,non,atlassian,2026-05-12
com.nearinfinity.confluence.survey-plugin,Survey and Vote Macros,Appfire,Custom fields;Documentation;Macros;Project management,579,40,4.19,non,atlassian,2026-09-15
com.keplerrominfo.jira.plugins.databasecf,Power Database Fields,Appfire,Custom fields;Integrations;CRM,440,59,4.49,non,atlassian,2026-09-22
com.kaanha.timesheets,Timesheets for Jira,Appfire,Time tracking;Dashboard gadgets;Reports;Project management,445,41,4.54,oui,atlassian,2026-09-15
info.renjithv.jira.addons.threadedcomments.threaded-comments,Threaded Comments for Jira,votazz,Email;Messaging;Utilities;Project management,749,57,3.62,oui,atlassian,2026-08-27
com.bit-booster.bb.hooks,ControlFreak - Commit Checks and Jira Hooks for Bitbucket,GitBoost Software Inc.,Workflow;Repository connectors;Integrations;Repository hooks,610,21,4.29,oui,atlassian,2026-09-07
io.getint.apps.jira.jira-jira,Work Sync for Jira (Connector) FORGE,"Getint integrations [Jira, Azure DevOps, ServiceNow, Salesforce, Asana, Monday,ClickUp, GitLab and others]",Admin tools;Workflow;Integrations;Project management,439,24,4.7,oui,atlassian,2026-09-16
com.miniorange.sso.saml.confluence-sso,Single Sign On SAML SSO for Confluence (SSO SAML)+User Sync,miniOrange,Admin tools;Integrations;Utilities;Security,320,60,4.88,non,atlassian,2026-09-18
com.pragbits.stash.stash2slack,Slack notifications for Bitbucket,votazz,Workflow;Messaging;Integrations;Continuous integration,545,40,4.22,non,atlassian,2025-11-19
com.wittified.jira.project-creator,Delegated Project Creator for Jira,Appfire,Admin tools;Tasks;Utilities;Project management,529,33,4.32,oui,atlassian,2026-08-03
org.andya.confluence.plugins.metadata,Comala Metadata,Appfire,Admin tools;Workflow;Document management;Macros,519,22,4.49,non,atlassian,2026-05-07
com.atlassian.confluence.extra.graphviz,Graphviz Diagrams for Confluence,Appfire,Charts & diagramming;Reports;Macros;Design tools,614,10,4.62,oui,atlassian,2026-05-29
io.getint.apps.jira.jira-asana,Asana Integration for Jira (Asana Connector) FORGE,"Getint integrations [Jira, Azure DevOps, ServiceNow, Salesforce, Asana, Monday,ClickUp, GitLab and others]",Admin tools;Shared workflows;Integrations;Project management,359,21,4.94,oui,atlassian,2026-09-16
com.eazybi.confluence.plugins.eazybi-confluence,"eazyBI for Confluence Reports, Charts, and Dashboards",eazyBI,Charts & diagramming;Reports;Macros;Project management,866,3,5.0,oui,atlassian,2026-06-17
com.simplenia.confluence.plugins.imageslider,Image Slider for Confluence,Appfire,Themes & styles;Reports;Macros;Mobile,527,30,4.29,oui,atlassian,2026-05-28
com.holydev.env.plugin.jira-holydev-env-plugin,Golive | Environment Planning & Deployment Tracking for Jira,Apwide,IT & helpdesk;Deployments;Project management;Testing & QA,353,39,4.78,oui,atlassian,2026-08-11
com.candylio.jira.plugins.jira-csat,Customer Satisfaction (CSAT) Survey for Jira,Candylio Software Pte. Ltd.,Dashboard gadgets;Reports;IT & helpdesk;Continuous integration,562,43,4.07,oui,atlassian,2026-08-28
weekly.status.report.jira,"Status & Progress Report, Sum Up Dashboard Gadget for Jira",Agilis LT (Simple Reports),Time tracking;Dashboard gadgets;Reports;Project management,736,10,4.25,oui,atlassian,2026-09-16
io.getint.apps.jira.jira-monday,Monday.com Integration for Jira (Monday.com Connector) FORGE,"Getint integrations [Jira, Azure DevOps, ServiceNow, Salesforce, Asana, Monday,ClickUp, GitLab and others]",Admin tools;Integrations,464,18,4.65,oui,atlassian,2026-09-16
com.stonikbyte.great.gadgets.server,Great Gadgets for Jira DC (Agile Charts Reports KPIs),StonikByte,Dashboard gadgets;Charts & diagramming;Reports,402,15,4.92,non,atlassian,2026-09-23
com.mobilitystream.jira.google4jiracloud,Google Sheets Integration,Mobility Stream,Reports;Integrations,727,17,3.97,oui,atlassian,2026-08-17
com.porzelt.jira.darktheme.DarkTheme,DarkTheme,Maximilian Porzelt,Admin tools;Themes & styles;Utilities;Design tools,496,28,4.38,non,atlassian,2026-04-22
com.elitesoft.confluence.open.api.plugins,Open API (Swagger) Editor for Confluence,EliteSoft,Documentation;Integrations;Macros;Source code,615,9,4.58,oui,atlassian,2025-08-29
com-softcomply-riskmanager-cloud,SoftComply Risk Manager for Basic Product Risk Management,SoftComply,Custom fields;Dashboard gadgets;Reports;Project management,559,14,4.46,oui,atlassian,2026-08-03
com.akelesconsulting.jira.plugins.OutOfOfficeAssistant,Out Of Office Assistant,Akeles Consulting,IT & helpdesk,443,20,4.62,oui,atlassian,2026-07-30
com.inboxforjira.inbox,Inbox for Jira (smart notifications),Rixter AB,Tasks;Messaging;Utilities;Project management,508,21,4.4,oui,atlassian,2026-07-02
de.edrup.confluence.plugins.tree-view,Tree View,Purde Software,Messaging;Macros,513,10,4.75,oui,atlassian,2026-09-19
net.brokenbuild.subversions,Versions Hierarchy: Cross-Project Release Tree for Jira,Broken Build Labs,Tasks;Utilities;Dependency management;Project management,813,5,4.5,oui,atlassian,2026-05-11
com.elitesoftsp.confluence.tiny.question.answer.plugins,Questions & Answers,EliteSoft,Documentation;Messaging;Utilities;IT & helpdesk,657,26,3.89,oui,atlassian,2026-06-11
com.yworks.plugins.confluence.graphity,Graphity - Diagrams for Confluence,yWorks GmbH,Charts & diagramming;Macros;Design tools,762,9,4.17,oui,atlassian,2026-03-27
io.bloompeak.status-time-free,Status Time Reports Free - Time in Status,Bloompeak,Time tracking;Reports;IT & helpdesk;Monitoring,10551,58,4.74,oui,free,2026-07-23
ru.teamlead.jira.plugins.teamlead-crm-plugin-for-jira,CRM for Jira (Customers & Sales),Teamlead,Custom fields;Dashboard gadgets;Documentation;CRM,646,102,3.53,oui,atlassian,2026-09-08
com.nolddor.jql-booster-pack,JQL Booster Pack,Sweet Bananas,Admin tools;Reports;Utilities;Project management,331,17,5.0,non,atlassian,2026-01-14
com.simplenia.confluence.plugins.newsteaser,News Teaser for Confluence,Appfire,Dashboard gadgets;Shared workflows;Messaging;Macros,366,13,5.0,oui,atlassian,2026-08-07
ru.mail.jira.plugins.mailrucal,My Calendar - Plan Across Projects & Teams for Jira,Addonix,Time tracking;Dashboard gadgets,264,255,4.79,oui,atlassian,2026-05-22
de.resolution.apitokenauth.jira,API Token Authentication for Jira expand connection security,resolution Reichert Network Solutions GmbH,Admin tools;Integrations;Utilities;Security,375,12,5.0,non,atlassian,2026-08-27
org.swift.confluence.excel,Excel for Confluence,Appfire,Charts & diagramming;Reports;Integrations;Macros,992,7,3.75,oui,atlassian,2026-07-14
ru.mail.jira.plugins.todolist,My ToDo Checklist - Fast Inline ToDo Lists for Jira,Addonix,Custom fields;Project management,510,47,4.04,oui,atlassian,2026-09-14
com.coresoftlabs.sla_powerbox.sla_powerbox,SLA PowerBox - On Time Service Delivery,Almarise,Custom fields;Dashboard gadgets;IT & helpdesk;Monitoring,456,33,4.32,oui,atlassian,2026-09-23
net.artemissoftware.confluence.flowboard.FlowBoard,Flow Board,Appfire,Workflow;Shared workflows;Tasks;Project management,518,28,4.15,non,atlassian,2026-09-15
mohamicorp-render-markdown,Markdown Extensions for Confluence,Appfire,Documentation;Integrations;Macros;Design tools,762,22,3.52,oui,atlassian,2026-04-16
com.idalko.jira.plugins.igrid,Table Grid Editor [Legacy Version],"Exalate: Integrations for Jira, Azure DevOps, Zendesk, Salesforce, GitHub, ServiceNow, ...",Custom fields;Integrations,339,64,4.51,non,atlassian,2026-09-14
time-between-statuses,"Agile Charts - WIP, Cycle & Lead Time, Time Trends",SaaSJet,Time tracking;Reports;IT & helpdesk;Project management,377,18,4.72,oui,atlassian,2025-07-31
com.elitesoftsp.confluence.json.viewer.plugins,JSON Viewer & Editor,EliteSoft,Documentation;Macros,450,7,5.0,oui,atlassian,2025-08-25
com.vilisoft.jira.plugins.template-cloner,"Clone Expert for Jira Templates, Epics and Issues",Vilisoft,Admin tools;Workflow;Utilities;Project management,462,20,4.38,oui,atlassian,2026-08-27
com.qotilabs.jira.collapsible-dashboard-sidebar-addon,Collapsible Dashboard Sidebar,Appfire,Themes & styles;Dashboard gadgets,313,15,5.0,non,atlassian,2026-08-17
com.almbase.jira.category-level,Multi Level & Tree Fields,Almbase,Custom fields;IT & helpdesk,258,25,5.0,oui,atlassian,2026-09-21
com.arsenalesystems.dataplane,Dataplane Reports for Jira,Appfire,Dashboard gadgets;Charts & diagramming;Reports;Project management,316,56,4.53,non,atlassian,2026-08-13
com.roninpixels.dashboards.confluence,"Dashboard Hub for Confluence (Reports, Dashboards from Jira)",Appfire,Dashboard gadgets;Charts & diagramming;Reports;Integrations,352,10,5.0,oui,atlassian,2026-09-01
simple.reports.jira,"Simple Custom Reports, Charts & Dashboard Gadgets for Jira",Agilis LT (Simple Reports),Time tracking;Charts & diagramming;Reports;Project management,536,10,4.38,oui,atlassian,2026-09-16
com.ugubi.streams.filtersactivitystream,Filters Activity Stream,UGUBI SP. Z O.O.,Time tracking;Dashboard gadgets;Utilities;Project management,326,22,4.72,oui,atlassian,2026-09-08
com.mohamicorp.confluence.macro.github.mohamicorp-github-macros,GitHub Macros for Confluence,Appfire,Repository connectors;Documentation;Integrations;Macros,444,10,4.62,oui,atlassian,2026-04-22
ru.andreymarkelov.atlas.plugins.prom-jira-exporter,Prometheus Exporter PRO for Jira,Appfire,Admin tools;Reports;Integrations;Monitoring,384,11,4.77,non,atlassian,2026-08-11
com.go2group.jira.plugin.crm,CRM Salesforce Integration for Jira,"Goldfinger Holdings, Inc.",Custom fields;Integrations;CRM,202,72,4.98,oui,atlassian,2026-09-04
com.kintosoft.jira.subversion-plus,Subversion ALM,Kintosoft,Repository connectors;Integrations;Project management;Source code,505,32,3.87,non,atlassian,2026-09-01
io.getint.apps.jira.jira-servicenow,ServiceNow Integration for Jira (Two-Way Sync),"Getint integrations [Jira, Azure DevOps, ServiceNow, Salesforce, Asana, Monday,ClickUp, GitLab and others]",Admin tools;Integrations,265,33,4.81,oui,atlassian,2026-09-16
jira.plugin.versionmanager,Version Manager for Jira,Holger Schimanski,Build management;Project management,460,8,4.69,oui,atlassian,2025-10-19
com.infosysta.aifj.ai-plugin-for-jira,Smart AI for Jira,Futurate,Reports;IT & helpdesk;Project management,215,7,4.46,oui,atlassian,2026-09-17
ch.bitvoodoo.confluence.plugins.panelbox,Advanced Panelboxes for Confluence,Elevatic,Documentation;Macros,360,12,4.79,oui,atlassian,2026-01-08
at.celix.jira.plugins.servicedesk-queue-collapse,Q Collapse for Jira Service Management,Communardo Austria GmbH,IT & helpdesk,425,21,4.29,non,atlassian,2025-09-25
com.plugins4people.merge.issue-merge,Service Pack for Agents,Appsvio - Atlassian Partner of the Year for 2023,Admin tools;Workflow;Custom fields;IT & helpdesk,467,28,4.02,oui,atlassian,2026-05-07
com.miniorange.twofactor.confluence-twofactor,mO 2FA for Confluence (Two Factor Authentication),miniOrange,Admin tools;Integrations;Utilities;Security,233,26,5.0,non,atlassian,2026-08-04
app.figma.jira,Figma for Jira Pro,CollabSoft,Documentation;Integrations;Macros;Design tools,383,9,4.86,oui,atlassian,2026-09-18
app.figma.confluence,Figma for Confluence Pro,CollabSoft,Documentation;Integrations;Macros;Design tools,677,17,3.56,oui,atlassian,2026-09-18
jiracustomfieldeditorplugin,Customfield Editor for Jira,codeclou GmbH,Admin tools;Custom fields;Project management,378,29,4.31,oui,atlassian,2026-07-13
com.midori.jira.plugin.jira-commit-policy-plugin,"Better Commit Policy for Jira (Git, Bitbucket and more!)",Midori Global Consulting Kft.,Repository connectors;Repository hooks;Code review;Source code,278,22,4.83,oui,atlassian,2025-12-08
cr.tin.iframed.iframed-macro,Iframes for Confluence,Modus  Create,Document management;Macros,542,7,4.46,non,atlassian,2026-09-08
de.stagil.silcm.stagil-incoming-links-confluence-macro,"Link Tools - Bulk Editor, Graphs, Audit, Structure",STAGIL by catworkx,Admin tools;Document management;Documentation;Macros,537,20,3.88,oui,atlassian,2026-03-24
de.stagil.jira.stagil-navigation,STAGIL Navigation Menus for Jira,STAGIL by catworkx,Themes & styles;Design tools,332,20,4.62,oui,atlassian,2026-06-03
com.bilith.lref.confluence-asana,Asana for Confluence,Bilith (Asana apps),Tasks;Integrations;Macros;Project management,831,15,3.17,oui,atlassian,2026-03-31
com.akelesconsulting.jira.plugins.SiteStatistics,Site Statistics for Jira,Akeles Consulting,Admin tools;Utilities,714,3,4.67,oui,free,2026-08-20
com.javahollic.confluence.confluencesu,Switch User (SU) for Confluence,The Plugin People,Admin tools,461,13,4.33,non,atlassian,2026-09-01
com.elitesoftsp.confluence.page.tracking.plugins,Page Views,EliteSoft,Admin tools;Reports;Document management;Utilities,339,26,4.47,non,atlassian,2026-06-19
org.swift.confluence.run,Run Self-Service Reports for Confluence,Appfire,Dashboard gadgets;Reports;Integrations;Macros,304,13,4.9,non,atlassian,2026-08-04
net.collabsoft.plugins.jira.jira-version-sync,Version & Component Sync for Jira,CollabSoft,Admin tools;Utilities;Project management,380,54,4.07,oui,atlassian,2026-02-15
com.acidoranges.addons.who-deleted-my-issues,Who Deleted My Issues? (Work item restorer & back up),Sevidev,Admin tools;Utilities;Security,242,22,4.94,oui,atlassian,2026-05-12
biz.epicreport.worklogs,Worklogs Report,Colined,Time tracking;Reports,392,18,4.38,oui,atlassian,2026-05-06
proficient.developer.plugins.jira.worklog-pivot,Report Builder: Custom Charts & Dashboards for Jira,Actonic Products GmbH,Dashboard gadgets;Charts & diagramming;Reports;Project management,446,19,4.14,oui,atlassian,2026-08-26
eps.focuspro.SpaceTreeCreator,"Page Tree Creator (Blueprint, Template) (former Space Tree)",EPS Software Engineering AG,Document management;Documentation;Blueprints;Macros,520,19,3.88,oui,atlassian,2026-06-25
de.polscheit.jira.plugins.gantt,Gantt-Chart for Jira,Werkstack GmbH,Dashboard gadgets;Charts & diagramming;Dependency management;Project management,483,129,3.45,oui,atlassian,2025-03-09
com.apwide.document.file-field,File Field | Attachment Custom Fields for Jira,Apwide,Workflow;Custom fields;Document management;Project management,229,35,4.86,oui,atlassian,2026-09-14
com.addonexpertscenter.jira-sprint-planning-resources,Sprint Capacity Planning & Tracking,Add-On Experts Center,Time tracking;Charts & diagramming;Tasks;Project management,676,28,3.21,oui,atlassian,2026-09-11
ru.teamlead.plugin.jira-plugin-epictime,TeamTime | Resource Reports: Estimate vs Worklog SumUp,Teamlead,Time tracking;Custom fields;Reports;Project management,474,18,4.03,oui,atlassian,2025-12-01
com.sourcesense.jira.plugin.cascadingselect,Multi-Level Cascading Select,Sourcesense,Custom fields,542,25,3.65,oui,atlassian,2026-08-04
com.cprime.confluence.power-scripts-confluence,Power Scripts for Confluence,Appfire,Admin tools;Document management;Integrations;Macros,225,20,5.0,non,atlassian,2026-09-23
kr.osci.apps.flex_jira,Flexible User License - Auto User Management for Jira,OSCi (Open Source Consulting),Admin tools;Integrations;Monitoring;Project management,252,22,4.83,oui,atlassian,2026-07-08
com.intenso.jira.plugins.translation.jsd-translation,Translation for Jira Service Management,Deviniti,IT & helpdesk,308,24,4.53,non,atlassian,2025-09-26
de.polscheit.jira.plugins.group-sign-off,Group Sign-Off: parallel Multi-Approvals,Werkstack GmbH,Custom fields;Utilities;IT & helpdesk;Project management,210,41,4.88,oui,atlassian,2026-09-01
com.linhtechnology.mermaid,Mermaid Integration for Confluence,Toshihiro Sato,Charts & diagramming;Documentation;Integrations,591,7,4.11,oui,atlassian,2026-05-07
confluence-github-link-macro,GitHub links for Confluence,Move Work Forward,Documentation;Integrations;Macros;Source code,701,7,3.75,oui,atlassian,2026-09-10
co.uk.jackgraves.classification.server-classification,"Compliance for Confluence (DLP, Classification & Detection)",AppFox,Admin tools;Document management;Utilities;Security,498,11,4.09,oui,atlassian,2026-09-24
de.codecentric.jira.wes,Workflow Essentials for Jira,codecentric AG,Admin tools;Workflow;Utilities,226,17,5.0,non,atlassian,2026-01-30
plugin.easyintegration,Easy Integrations for Jira,Appfire,Admin tools;Documentation;Integrations,214,20,5.0,oui,atlassian,2026-08-13
see-all-unresolved-comments,See All Unresolved Comments,StreamlineSoft,Document management,455,4,5.0,oui,atlassian,2025-08-19
de.polscheit.jira.plugins.traffic-light_status,Traffic-Lights for Jira,Werkstack GmbH,Custom fields;IT & helpdesk;Project management,239,47,4.63,oui,atlassian,2026-09-22
com.mohami.bitbucket.security-for-bitbucket,Security for Bitbucket Enhanced Secret Scanner by Soteri,Soteri,Repository hooks;Monitoring;Code review;Security,202,32,4.92,non,atlassian,2026-09-22
com.topshelfsolution.simpletasklists,Simple Tasklists,Top Shelf Solutions,Workflow;Custom fields;Tasks;Macros,336,17,4.47,oui,atlassian,2026-08-27
net.seibertmedia.plugin.confluence.cup,Linchpin User Profiles,Seibert,Admin tools;Custom fields;Macros,236,41,4.66,oui,atlassian,2026-09-14
com.testrail.jira.testrail-plugin,TestRail Test Management Integration for Jira,Gurock Software GmbH,Custom fields;Dashboard gadgets;Project management;Testing & QA,10441,111,3.78,oui,free,2026-02-26
org.tmatesoft.subgit.stash-svn-importer,SVN Mirror for Bitbucket Server,TMate Software,Utilities,246,64,4.49,non,atlassian,2026-01-22
zendesk_for_jira,Zendesk Support for Jira,Zendesk,IT & helpdesk,12944,143,3.36,oui,free,2026-09-07
azure-devops-confluence-integration,Azure DevOps Connector for Confluence,Move Work Forward,Workflow;Documentation;Integrations;Project management,671,10,3.5,oui,atlassian,2026-09-17
com.shdsd.plugin.confluenceWatermark,Watermark for Confluence,DragonSoft,Document management;Documentation;Utilities;Security,242,13,5.0,non,atlassian,2026-01-08
ru.andreymarkelov.atlas.plugins.signaturefields,Electronic Signatures,Appfire,Workflow;Utilities;Security,292,23,4.51,oui,atlassian,2026-08-19
com.otpl.jira.plugins.lxp,"Links Explorer: Traceability Matrix, Hierarchy & Dependency",Optimizory Technologies Pvt. Ltd.,Charts & diagramming;Reports;Dependency management;Project management,227,18,4.93,oui,atlassian,2026-08-27
com.izymes.workzone,Workzone: PullRequest Workflow,Izymes Pty Ltd,Workflow;Continuous integration;Code quality;Code review,228,23,4.84,oui,atlassian,2026-09-21
com.deniz.jira.versioning,Software Configuration Management Toolkit,The Starware,Admin tools;Dashboard gadgets;Dependency management;Project management,341,22,4.26,oui,atlassian,2026-09-07
com.mohami.confluence.plugins.security,Security for Confluence PII & Secret Scanner By Soteri,Soteri,Admin tools;Document management;Monitoring;Security,255,15,4.83,oui,atlassian,2026-09-17
com.assertthat.jira.bdd,AssertThat - BDD Cucumber & AI Test Management for Jira,AssertThat,Documentation;Continuous integration;Project management;Testing & QA,225,34,4.71,oui,atlassian,2026-09-16
com.infosysta.jira.in-app-and-desktop-notifications-for-jira,Notifications in Jira (Desktop and Icon Alerts),Futurate,Tasks;Email;Messaging;Utilities,410,18,4.03,non,atlassian,2026-07-16
com.comalatech.jira.canvas,Comala Canvas for Jira,Appfire,Custom fields;IT & helpdesk;Project management,336,25,4.2,oui,atlassian,2026-08-12
com.tngtech.gadgets.jira-barchart-gadget-plugin,Bar Charts for Jira,TNG Technology Consulting GmbH,Dashboard gadgets;Charts & diagramming;Reports;Project management,568,36,3.16,oui,atlassian,2026-09-10
ch.mibex.confluence.ipython-notebook,Jupyter Viewer for Confluence,Elevatic,Charts & diagramming;Documentation;Integrations;Macros,489,5,4.5,oui,atlassian,2026-07-10
com.comalatech.adhoccanvas,Comala Boards for Confluence,Appfire,Document management;Documentation;Blueprints;Macros,249,31,4.56,non,atlassian,2026-09-14
jp.dssolution.jira.timela,Timela - Worklog and Timesheet,DS SOLUTION,Time tracking;Reports;Project management,314,11,4.66,oui,atlassian,2025-05-29
com.jibrok.jira.plugins.message-field,Message field,JiBrok,Admin tools;Themes & styles;Custom fields;Messaging,231,12,5.0,oui,atlassian,2026-09-14
de.incloud.confluence.presenter,Slide Presenter for Confluence,addcraft GmbH,Themes & styles;Documentation;Utilities;Design tools,345,18,4.24,oui,atlassian,2026-06-29
se.findout.plugin.dependency-map,Dependency Map for Jira (link viewer),FindOut InfoVis AB,Workflow;Charts & diagramming;Dependency management;Project management,334,13,4.42,oui,atlassian,2026-09-09
de.actonic.jira.dgpr-tools,"Data Protection Toolkit: GDPR, PII & DLP for Jira",Actonic Products GmbH,Admin tools;Utilities;Monitoring;Security,309,12,4.58,oui,atlassian,2026-09-03
com.itlab.jira.plugins.extender,Extender for Jira,it.Lab,Admin tools;Workflow;Integrations;Utilities,188,23,4.95,non,atlassian,2026-09-16
