url,nom,prix,scopes,scopes_anciens,statut
https://slack.com/marketplace/A02UV8GTCRK-lawvu-apac,LawVu APAC & Slack Integration | Slack Marketplace,Paid,chat:write commands emoji:read files:read users:read,,
https://slack.com/marketplace/A02UXFG8SUB-columns,Columns & Slack Integration | Slack Marketplace,Free and paid plans available,chat:write chat:write.customize chat:write.public commands incoming-webhook,,
https://slack.com/marketplace/A02UZ9K6GDU-optimizely,Optimizely++ & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write chat:write.public commands groups:read,,
https://slack.com/marketplace/A0308JG67U0-splats,SPLATS & Slack Integration | Slack Marketplace,Free,channels:read channels:write chat:write groups:read groups:write,,
https://slack.com/marketplace/A03090033NH-customer-fields,Customer Fields & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write chat:write.public,,
https://slack.com/marketplace/A030A17S5GR-bleemeo,Bleemeo & Slack Integration | Slack Marketplace,Paid with free trial,chat:write,,
https://slack.com/marketplace/A030K0ENHEK-tickkl,Tickkl & Slack Integration | Slack Marketplace,Free and paid plans available,commands,,
https://slack.com/marketplace/A030L55S8JK-cisco-secure-cloud-insights,Cisco Secure Cloud Insights & Slack Integration | Slack Marketplace,Free,channels:read chat:write chat:write.public users:read users:read.email,,
https://slack.com/marketplace/A030R21G519-fileopen-sharebot,FileOpen Sharebot & Slack Integration | Slack Marketplace,Paid with free trial,app_mentions:read channels:read chat:write chat:write.public commands files:read files:write groups:read im:history im:read im:write mpim:read openid profile remote_files:share remote_files:write team:read users:read users:read.email,,
https://slack.com/marketplace/A030VGB7UJX-expertconnect,ExpertConnect & Slack Integration | Slack Marketplace,Free,chat:write im:history users.profile:read,,
https://slack.com/marketplace/A031299JU9W-gamma,Gamma & Slack Integration | Slack Marketplace,Free and paid plans available,app_mentions:read assistant:write canvases:read channels:history channels:read chat:write emoji:read files:read groups:history groups:read im:history im:read im:write links:read links:write mcp:connect mpim:history mpim:read reactions:read reactions:write search:read.files search:read.im search:read.mpim search:read.private search:read.public search:read.users users:read users:read.email,,
https://slack.com/marketplace/A03196SRP2S-simplest-tracker,Simplest Tracker & Slack Integration | Slack Marketplace,Free and paid plans available,chat:write commands im:history openid team:read users:read users:read.email,,
https://slack.com/marketplace/A031B4EE2BY-personizer,Personizer & Slack Integration | Slack Marketplace,Included with service subscription,chat:write users.profile:read users.profile:write users:read,,
https://slack.com/marketplace/A031BBEQSV6-maxiq,MaxIQ & Slack Integration | Slack Marketplace,Included with service subscription,chat:write incoming-webhook users:read users:read.email,,
https://slack.com/marketplace/A031D6SD4ER-rocketlane,Rocketlane & Slack Integration | Slack Marketplace,Paid with free trial,channels:join channels:manage channels:read chat:write chat:write.public commands groups:read groups:write links:read links:write remote_files:write users:read users:read.email,,
https://slack.com/marketplace/A031FUDBUSX-komodor,Komodor & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write chat:write.public,,
https://slack.com/marketplace/A031K71RRCJ-qbit,Qbit & Slack Integration | Slack Marketplace,Paid,app_mentions:read channels:join channels:read chat:write commands files:read im:history im:read im:write users.profile:read users:read users:read.email,,
https://slack.com/marketplace/A031V1FKWG7-solarwinds-incident-response-eu,SolarWinds Incident Response (EU) & Slack Integration | Slack Marketplace,Free and paid plans available,app_mentions:read channels:join channels:read channels:write chat:write commands groups:read groups:write im:read im:write mpim:read mpim:write team:read users:read users:read.email,,
https://slack.com/marketplace/A031XRE3V2T-screeb,Screeb & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write chat:write.public,,
https://slack.com/marketplace/A03269G3DNE-salesforce-automations-legacy,Salesforce Automations (Legacy) & Slack Integration | Slack Marketplace,Included with service subscription,app_mentions:read channels:join channels:manage channels:read chat:write chat:write.public commands groups:read groups:write im:read im:write links:read links:write mpim:read mpim:write pins:write team:read users:read users:read.email,,
https://slack.com/marketplace/A0326RJKQ8H-plus,Plus & Slack Integration | Slack Marketplace,Free,channels:join chat:write links:read links:write users:read,,
https://slack.com/marketplace/A032N0PBZNJ-antenna,Antenna & Slack Integration | Slack Marketplace,Free and paid plans available,channels:manage channels:read chat:write chat:write.customize chat:write.public commands groups:read team:read users.profile:read users:read,,
https://slack.com/marketplace/A032UBHRD6Y-alation,Alation & Slack Integration | Slack Marketplace,Included with service subscription,channels:join channels:read chat:write chat:write.public commands im:write links:read links:write users:read,,
https://slack.com/marketplace/A032WBM72TF-buddy-eu,Buddy EU & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write files:write groups:read users:read,,
https://slack.com/marketplace/A03302R6LJK-devcycle,DevCycle & Slack Integration | Slack Marketplace,Free,channels:read chat:write chat:write.public commands team:read,,
https://slack.com/marketplace/A03367CH8UX-student-success-alerts,Student Success Alerts & Slack Integration | Slack Marketplace,Free and paid plans available,chat:write commands,,
https://slack.com/marketplace/A033H5SKNMA-cisco-identity-intelligence,Cisco Identity Intelligence & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write chat:write.public files:write groups:read im:write users:read users:read.email,,
https://slack.com/marketplace/A033LC828CD-skyhighsecurity-for-enterprise,skyhighsecurity_for_enterprise & Slack Integration | Slack Marketplace,Paid,admin admin.apps:read admin.apps:write admin.conversations:write auditlogs:read channels:history channels:read channels:write chat:write chat:write.public discovery:read discovery:write files:read files:write groups:history groups:read groups:write im:write team:read users:read users:read.email,,
https://slack.com/marketplace/A034T9X5YAU-inclusive-bot,Inclusive Bot & Slack Integration | Slack Marketplace,Paid with free trial,app_mentions:read channels:history channels:join channels:manage channels:read chat:write groups:history mpim:history mpim:read reactions:read reactions:write,,
https://slack.com/marketplace/A034UAKR729-perkforce,perkforce & Slack Integration | Slack Marketplace,Free,channels:read chat:write chat:write.public,,
https://slack.com/marketplace/A03507W9CCT-onboard,Onboard & Slack Integration | Slack Marketplace,Included with service subscription,app_mentions:read channels:history channels:join channels:read chat:write chat:write.customize commands files:read groups:history groups:read im:history reactions:write users:read users:read.email,,
https://slack.com/marketplace/A035HPU2VBP-batonn,batonnアシスタントリクルーター & Slack Integration | Slack Marketplace,Free,chat:write users:read users:read.email,,
https://slack.com/marketplace/A035LANLUB1-offstack,OffStack & Slack Integration | Slack Marketplace,Free and paid plans available,chat:write chat:write.public commands email openid profile team:read,,
https://slack.com/marketplace/A035P3HMKDZ-balsamiq,Balsamiq & Slack Integration | Slack Marketplace,Paid with free trial,channels:read channels:write chat:write commands groups:read groups:write links:read links:write users:read,,
https://slack.com/marketplace/A035XRZT65B-simplebooklet,Simplebooklet & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.public commands groups:read,,
https://slack.com/marketplace/A035ZEVGY5P-videocafelive,VideoCafe.live & Slack Integration | Slack Marketplace,Paid with free trial,commands email openid profile users:read users:read.email,,
https://slack.com/marketplace/A036HRQD658-nimbata,Nimbata & Slack Integration | Slack Marketplace,Included with service subscription,channels:read chat:write chat:write.customize chat:write.public groups:read,,
https://slack.com/marketplace/A036TGJ70F7-care-coordination-for-slack,Care Coordination for Slack & Slack Integration | Slack Marketplace,Included with service subscription,channels:manage channels:read chat:write groups:read groups:write team:read,,
https://slack.com/marketplace/A036YD4PUBW-breakthru,Breakthru & Slack Integration | Slack Marketplace,Free,app_mentions:read channels:history channels:read chat:write chat:write.public files:write im:history,,
https://slack.com/marketplace/A0370TC3ZQR-3veta,3veta & Slack Integration | Slack Marketplace,Paid,chat:write commands,,
https://slack.com/marketplace/A0375GUT3ED-vistaly,Vistaly & Slack Integration | Slack Marketplace,Paid with free trial,channels:history chat:write commands im:history im:write links:read links:write users:read users:read.email,,
https://slack.com/marketplace/A037EE1D4D6-zscaler-saas-connector-zsgov-01,Zscaler SaaS Connector ZsGov 01 & Slack Integration | Slack Marketplace,Paid,admin.teams:read auditlogs:read channels:manage channels:read chat:write discovery:read discovery:write files:read files:write groups:read groups:write im:read im:write mpim:read mpim:write team:read,,
https://slack.com/marketplace/A037KHLBMKK-zight-screen-recorder,Zight Screen Recorder & Slack Integration | Slack Marketplace,Free and paid plans available,chat:write commands email links:read links:write openid profile,,
https://slack.com/marketplace/A037QJBQRRP-thoughtspot-sync,ThoughtSpot Sync & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write files:write groups:read,,
https://slack.com/marketplace/A037WHB910R-umbrella-cost,Umbrella Cost & Slack Integration | Slack Marketplace,Included with service subscription,channels:join channels:read chat:write files:write groups:read,,
https://slack.com/marketplace/A037WR8FJ91-amplify-by-hootsuite,Amplify by Hootsuite & Slack Integration | Slack Marketplace,Paid,links:read links:write,,
https://slack.com/marketplace/A0383BE612N-amex-gbt,Amex GBT & Slack Integration | Slack Marketplace,Paid,chat:write im:history,,
https://slack.com/marketplace/A03851ATQE7-grain,Grain & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.public groups:read groups:write team:read users:read,,
https://slack.com/marketplace/A0386AUGMU7-cotogoto-for-noby,CotoGoto for Noby & Slack Integration | Slack Marketplace,Free,commands,,
https://slack.com/marketplace/A0386K309SA-archive360-for-slack,Archive360 for Slack & Slack Integration | Slack Marketplace,Paid,channels:history discovery:read,,
https://slack.com/marketplace/A038FEW9F09-nemonic,Nemonic & Slack Integration | Slack Marketplace,Free,chat:write commands users:read users:read.email,,
https://slack.com/marketplace/A038KPQ597C-superthread,Superthread & Slack Integration | Slack Marketplace,Included with service subscription,chat:write incoming-webhook links.embed:write links:read links:write,,
https://slack.com/marketplace/A039B60PNQ5-louddoc,LoudDoc & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.public commands,,
https://slack.com/marketplace/A039E3XEZBP-vwo-wingify,VWO (Wingify) & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write chat:write.public groups:read incoming-webhook users:read users:read.email,,
https://slack.com/marketplace/A039K7N919D-tella,Tella & Slack Integration | Slack Marketplace,Free and paid plans available,links.embed:write links:read links:write,,
https://slack.com/marketplace/A039LQUTT1P-uplimit,Uplimit & Slack Integration | Slack Marketplace,Included with service subscription,channels:join channels:manage channels:read chat:write chat:write.customize commands groups:read im:history im:read im:write mpim:read mpim:write reactions:read users:read users:read.email,,
https://slack.com/marketplace/A039XJL4ZB8-prospero-proposals,Prospero Proposals & Slack Integration | Slack Marketplace,Paid with free trial,incoming-webhook,,
https://slack.com/marketplace/A039Y5378CQ-sec-filing-bot,SEC Filing Bot & Slack Integration | Slack Marketplace,Paid,app_mentions:read chat:write commands conversations.connect:manage conversations.connect:read conversations.connect:write email groups:read groups:write im:history im:read openid profile,,
https://slack.com/marketplace/A03A6PWSNFN-guul,Guul & Slack Integration | Slack Marketplace,Free and paid plans available,channels:join channels:manage channels:read chat:write commands email openid profile users:read users:read.email,,
https://slack.com/marketplace/A03A8S3HFAP-rosters-rotations,Rosters & Rotations & Slack Integration | Slack Marketplace,Free and paid plans available,channels:join channels:read channels:write.topic chat:write commands groups:read groups:write.topic team:read users:read,,
https://slack.com/marketplace/A03AJL7CT09-trova-connections,Trova Connections & Slack Integration | Slack Marketplace,Paid with free trial,channels:history channels:manage channels:read chat:write chat:write.customize chat:write.public commands email groups:history groups:read groups:write groups:write.invites im:history mpim:history mpim:write openid profile reactions:read team:read users.profile:read users.profile:write users:read users:read.email,,
https://slack.com/marketplace/A03AQC7HK5G-canopact,Canopact & Slack Integration | Slack Marketplace,Paid with free trial,chat:write commands users:read users:read.email,,
https://slack.com/marketplace/A03ASJHQEHZ-hex,Hex & Slack Integration | Slack Marketplace,Free and paid plans available,app_mentions:read channels:history channels:join channels:read chat:write chat:write.public files:read files:write groups:history groups:read im:history mpim:history mpim:read openid profile reactions:read reactions:write users:read users:read.email,,
https://slack.com/marketplace/A03AUS2UQHX-outplayhq,OutplayHQ & Slack Integration | Slack Marketplace,Paid with free trial,channels:manage channels:read chat:write commands groups:read im:history,,
https://slack.com/marketplace/A03AWTGKDGF-zoho-meeting,Zoho Meeting & Slack Integration | Slack Marketplace,Free and paid plans available,chat:write commands,,
https://slack.com/marketplace/A03AZSSSNM6-activecampaign-bot,ActiveCampaign Bot & Slack Integration | Slack Marketplace,Paid with free trial,chat:write commands im:read links:read links:write users:read,,
https://slack.com/marketplace/A03B3JB0PB2-globalping,Globalping & Slack Integration | Slack Marketplace,Free,app_mentions:read channels:read chat:write chat:write.public commands groups:read im:history im:read im:write mpim:read users:read,,
https://slack.com/marketplace/A03B6PPLJRK-workbot-sg,Workbot SG & Slack Integration | Slack Marketplace,Paid with free trial,app_mentions:read channels:read chat:write files:read files:write groups:read identity.basic identity.email identity.team im:history im:write mpim:read users:read users:read.email,,
https://slack.com/marketplace/A03B9M0JJHY-workato-sg,Workato SG & Slack Integration | Slack Marketplace,Paid with free trial,channels:read channels:write chat:write groups:read groups:write im:read im:write mpim:read mpim:write users:read users:read.email,,
https://slack.com/marketplace/A03BDVDBN73-easyllama,EasyLlama & Slack Integration | Slack Marketplace,Included with service subscription,chat:write incoming-webhook users:read users:read.email,,
https://slack.com/marketplace/A03C59P974N-precoro,Precoro & Slack Integration | Slack Marketplace,Paid with free trial,chat:write files:write im:history users:read users:read.email,,
https://slack.com/marketplace/A03CG5AP4CE-campsite,Campsite & Slack Integration | Slack Marketplace,Free and paid plans available,channels:join channels:read chat:write groups:read im:write links:read links:write team:read,,
https://slack.com/marketplace/A03CN30G7U5-laplace,Laplace & Slack Integration | Slack Marketplace,Free and paid plans available,incoming-webhook,,
https://slack.com/marketplace/A03CS0D6S2Y-lets-come-in,Let's Come In & Slack Integration | Slack Marketplace,Free and paid plans available,app_mentions:read channels:join chat:write links:read users.profile:write users:read users:read.email,,
https://slack.com/marketplace/A03CX7R401L-airfocus,airfocus & Slack Integration | Slack Marketplace,Paid with free trial,chat:write commands links:read links:write users:read,,
https://slack.com/marketplace/A03D0BPNP3J-questmate,Questmate & Slack Integration | Slack Marketplace,Free and paid plans available,channels:join channels:read chat:write files:write users:read users:read.email,,
https://slack.com/marketplace/A03D6HS2VB9-selldone,Selldone & Slack Integration | Slack Marketplace,Free and paid plans available,incoming-webhook,,
https://slack.com/marketplace/A03D8L9LD9U-thinkladder-insight-finder,Thinkladder Insight Finder & Slack Integration | Slack Marketplace,Free and paid plans available,chat:write users:read,,
https://slack.com/marketplace/A03DHSH5Z0A-nuclei-capture,Nuclei Capture & Slack Integration | Slack Marketplace,Included with service subscription,discovery:read discovery:write,,
https://slack.com/marketplace/A03E8BHL0Q0-wayleadr,Wayleadr & Slack Integration | Slack Marketplace,Included with service subscription,chat:write commands im:history users:read users:read.email,,
https://slack.com/marketplace/A03EGH40GR5-challengerunner,ChallengeRunner & Slack Integration | Slack Marketplace,Free and paid plans available,incoming-webhook,,
https://slack.com/marketplace/A03ET0YMPFE-anonymous-honestbot,Anonymous Honestbot & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.public commands groups:read mpim:read openid team:read usergroups:read users:read users:read.email,,
https://slack.com/marketplace/A03EX57MU9X-blink,Blink & Slack Integration | Slack Marketplace,Paid,channels:manage channels:read channels:write chat:write chat:write.public commands files:write groups:write im:read im:write mpim:write reactions:write team:read usergroups:write users.profile:read users:read users:read.email,,
https://slack.com/marketplace/A03F38P6Q91-kantata-ox,Kantata OX & Slack Integration | Slack Marketplace,Free and paid plans available,chat:write im:write users:read users:read.email,,
https://slack.com/marketplace/A03F3QTAU0N-cyberday,Cyberday & Slack Integration | Slack Marketplace,Paid with free trial,chat:write users:read users:read.email,,
https://slack.com/marketplace/A03F8FZGM3J-pagerly,Pagerly & Slack Integration | Slack Marketplace,Paid with free trial,app_mentions:read channels:join channels:manage channels:read chat:write chat:write.public commands email groups:read groups:write openid profile team:read usergroups:read usergroups:write users:read users:read.email,,
https://slack.com/marketplace/A03FEUU28GL-adscook,Adscook & Slack Integration | Slack Marketplace,Paid with free trial,incoming-webhook,,
https://slack.com/marketplace/A03FQ4K7YL8-deepsource,DeepSource & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.public groups:read,,
https://slack.com/marketplace/A03FS2UFR4N-facilitybot,FacilityBot & Slack Integration | Slack Marketplace,Paid with free trial,chat:write files:read im:history links.embed:write links:read links:write users:read users:read.email,,
https://slack.com/marketplace/A03G2V19KJ6-klutch-wiki-canned-responses,Klutch Wiki & Canned Responses & Slack Integration | Slack Marketplace,Free and paid plans available,commands users:read users:read.email,,
https://slack.com/marketplace/A03G65PD1FT-acquirecom,Acquire.com & Slack Integration | Slack Marketplace,Free,chat:write commands im:write users:read users:read.email,,
https://slack.com/marketplace/A03G8JQLQGP-ocr-image-to-text,,,,,erreur
https://slack.com/marketplace/A03G9FPR318-factorsai,Factors.ai & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.public groups:read mpim:read users:read users:read.email,,
https://slack.com/marketplace/A03GGTSD6CB--plus,マネーフォワード クラウド勤怠Plus & Slack Integration | Slack Marketplace,Included with service subscription,app_mentions:read channels:history chat:write,,
https://slack.com/marketplace/A03GL8HMPGC-everafter,EverAfter & Slack Integration | Slack Marketplace,Paid,channels:read chat:write chat:write.customize chat:write.public groups:read im:history users:read users:read.email,,
https://slack.com/marketplace/A03HQ5GGCCC-formaloobot,FormalooBot & Slack Integration | Slack Marketplace,Free and paid plans available,incoming-webhook,,
https://slack.com/marketplace/A03J0S62D7T-suiteop,SuiteOp & Slack Integration | Slack Marketplace,Included with service subscription,channels:read chat:write chat:write.public,,
https://slack.com/marketplace/A03J3H06R3N-sana,Sana & Slack Integration | Slack Marketplace,Paid,chat:write users:read users:read.email,,
https://slack.com/marketplace/A03J91GHL1L-foreman-todd,Foreman Todd & Slack Integration | Slack Marketplace,Free,chat:write commands,,
https://slack.com/marketplace/A03JA1MJS64-webwork,WebWork & Slack Integration | Slack Marketplace,Included with service subscription,app_mentions:read channels:history channels:join channels:read chat:write commands email groups:history groups:read im:history im:read mpim:history mpim:read openid profile users:read users:read.email,,
https://slack.com/marketplace/A03JBJP0E2X-shakaflow,ShakaFlow & Slack Integration | Slack Marketplace,Free,app_mentions:read assistant:write channels:history channels:manage channels:read channels:write.invites chat:write chat:write.customize chat:write.public commands files:read files:write groups:history groups:read groups:write groups:write.invites im:history im:write mpim:history mpim:read mpim:write users:read users:read.email,,
https://slack.com/marketplace/A03JJFCRKPG-unleash,Unleash & Slack Integration | Slack Marketplace,Paid with free trial,assistant:write channels:history channels:read chat:write commands email files:read groups:history groups:read im:history mpim:read openid profile reactions:read reactions:write users:read users:read.email,,
https://slack.com/marketplace/A03JXC6JM8S-ibm-video-streaming,IBM Video Streaming & Slack Integration | Slack Marketplace,Free,links.embed:write links:read links:write,,
https://slack.com/marketplace/A03JYBLAUKX-follow-up-bot,Follow Up Bot & Slack Integration | Slack Marketplace,Paid with free trial,app_mentions:read channels:history channels:join channels:read chat:write commands email groups:history groups:read im:history openid reactions:read users:read users:read.email,,
https://slack.com/marketplace/A03KF45T8R0-revoluspace-desk-booking,Revoluspace - Desk Booking & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write email im:read im:write openid profile users.profile:write users:read users:read.email,,
https://slack.com/marketplace/A03KG803QFJ-archie,Archie & Slack Integration | Slack Marketplace,Included with service subscription,chat:write team:read users:read users:read.email,,
https://slack.com/marketplace/A03KNRBDXNH-instant-answers-by-questionpro,Instant Answers by QuestionPro & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.public commands groups:read mpim:read,,
https://slack.com/marketplace/A03KUD7DE76-air,Air & Slack Integration | Slack Marketplace,Free and paid plans available,incoming-webhook,,
https://slack.com/marketplace/A03KX5302G7-summize-assistant,Summize Assistant & Slack Integration | Slack Marketplace,Included with service subscription,chat:write files:read files:write im:history,,
https://slack.com/marketplace/A03KZCXF9DZ-salesmsg,Salesmsg & Slack Integration | Slack Marketplace,Paid with free trial,channels:history channels:join channels:manage channels:read chat:write chat:write.customize commands files:read users:read users:read.email,,
https://slack.com/marketplace/A03LC8QTP9D-speetals,Speetals & Slack Integration | Slack Marketplace,Paid,incoming-webhook,,
https://slack.com/marketplace/A03LEUBSKTR-multicollab,Multicollab & Slack Integration | Slack Marketplace,Paid with free trial,channels:read channels:write chat:write commands groups:read groups:write incoming-webhook,,
https://slack.com/marketplace/A03LFC1VDA4-compliancecow-connector-for-slack,ComplianceCow Connector for Slack & Slack Integration | Slack Marketplace,Free,channels:history channels:read chat:write files:read files:write groups:history groups:read im:history im:read im:write mpim:history team:read users:read users:read.email,,
https://slack.com/marketplace/A03M3FN0RSQ-posthog,PostHog & Slack Integration | Slack Marketplace,Free and paid plans available,app_mentions:read assistant:write canvases:write channels:history channels:manage channels:read chat:write chat:write.customize commands email files:read files:write groups:history groups:read im:history links:read links:write mpim:history mpim:read openid profile reactions:read reactions:write team:read users:read users:read.email,,
https://slack.com/marketplace/A03MBD331P0-obsidian-security,Obsidian Security & Slack Integration | Slack Marketplace,Paid,admin admin.apps:read admin.conversations:read admin.invites:read admin.roles:read admin.teams:read admin.usergroups:read admin.users:read auditlogs:read channels:read files:read groups:read team.preferences:read team:read usergroups:read users.profile:read users:read users:read.email,,
https://slack.com/marketplace/A03MGFYHE7J-tropic,Tropic & Slack Integration | Slack Marketplace,Included with service subscription,chat:write users:read users:read.email,,
https://slack.com/marketplace/A03MPK3K4AZ-conveer,Conveer & Slack Integration | Slack Marketplace,Free and paid plans available,app_mentions:read channels:join channels:manage channels:read chat:write commands email groups:read openid profile users:read,,
https://slack.com/marketplace/A03N0KXM9FC-freshdesk-customer-success,Freshdesk Customer Success & Slack Integration | Slack Marketplace,Paid,channels:history channels:manage channels:read channels:write chat:write users:read users:read.email,,
https://slack.com/marketplace/A03N3UBP0MS-logikcull-legal-hold,Logikcull Legal Hold & Slack Integration | Slack Marketplace,Free and paid plans available,chat:write files:write users:read users:read.email,,
https://slack.com/marketplace/A03N45SH7RB-out-of-office-assistant-for-jira,Out Of Office Assistant for Jira & Slack Integration | Slack Marketplace,Included with service subscription,users.profile:read users:read,,
https://slack.com/marketplace/A03NCBJT1MW-pitch,Pitch & Slack Integration | Slack Marketplace,Free and paid plans available,chat:write im:history links:read links:write,,
https://slack.com/marketplace/A03NN90AWJG-sudozi,Sudozi & Slack Integration | Slack Marketplace,Included with service subscription,chat:write commands files:read im:history users:read users:read.email,,
https://slack.com/marketplace/A03NY34BM5L-dock,Dock & Slack Integration | Slack Marketplace,Paid with free trial,channels:join channels:manage channels:read chat:write chat:write.public groups:read users:read users:read.email,,
https://slack.com/marketplace/A03P1CU00GP-globallink-portal,GlobalLink Portal & Slack Integration | Slack Marketplace,Included with service subscription,chat:write im:write users:read users:read.email,,
https://slack.com/marketplace/A03P64PAAS0-pulse-surveys-by-deel,Pulse Surveys ⚡ by Deel & Slack Integration | Slack Marketplace,Paid with free trial,app_mentions:read chat:write files:read files:write im:history im:write team:read users:read users:read.email,,
https://slack.com/marketplace/A03P9TPJ22Z-arrows-classic,Arrows Classic & Slack Integration | Slack Marketplace,Included with service subscription,channels:join channels:manage channels:read chat:write incoming-webhook users:read users:read.email,,
https://slack.com/marketplace/A03PE5VRFP1-socialpilot,SocialPilot & Slack Integration | Slack Marketplace,Paid with free trial,chat:write incoming-webhook team:read users:read,,
https://slack.com/marketplace/A03PGNC00S0-meetingflow,Meetingflow & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.public groups:read,,
https://slack.com/marketplace/A03PMGRSH7X-snagit,Snagit & Slack Integration | Slack Marketplace,Paid with free trial,channels:read files:write groups:read im:read links.embed:write links:read links:write mpim:read team:read users.profile:read users:read,,
https://slack.com/marketplace/A03PREQG85D-qotd,QOTD & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write commands email groups:read im:history openid profile users:read,,
https://slack.com/marketplace/A03QAQSTR7H-devrev,DevRev & Slack Integration | Slack Marketplace,Paid with free trial,channels:history channels:join channels:manage channels:read channels:write.invites chat:write chat:write.customize chat:write.public commands files:read files:write groups:history groups:read links:read links:write metadata.message:read pins:read pins:write team:read users.profile:read users:read users:read.email,,
https://slack.com/marketplace/A03QBN9H5GF-igaming-next,iGaming NEXT & Slack Integration | Slack Marketplace,Free and paid plans available,channels:join channels:read chat:write groups:read im:read im:write mpim:read mpim:write,,
https://slack.com/marketplace/A03QEKH0H0F-maestra,Maestra & Slack Integration | Slack Marketplace,Paid with free trial,incoming-webhook,,
https://slack.com/marketplace/A03QEUZKXK7-celebrationsbot-birthdays-more,CelebrationsBot - Birthdays & More & Slack Integration | Slack Marketplace,Paid with free trial,channels:join channels:read chat:write chat:write.customize chat:write.public email files:write groups:read incoming-webhook openid profile reactions:write team:read users:read,,
https://slack.com/marketplace/A03QJ176JLD-alto,ALTO & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.public commands email groups:read im:history im:read openid profile users:read users:read.email,,
https://slack.com/marketplace/A03QRPRNVQT-block-insights,Block Insights & Slack Integration | Slack Marketplace,Free,channels:read chat:write chat:write.public commands groups:read im:read mpim:read,,
https://slack.com/marketplace/A03R3CMEF71-prisma-sd-wan-sugarloaf,Prisma SD-WAN Sugarloaf & Slack Integration | Slack Marketplace,Included with service subscription,app_mentions:read channels:read chat:write groups:read im:history im:write users:read,,
https://slack.com/marketplace/A03R4SWCW6B-involveme,involve.me & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write chat:write.public groups:read users:read users:read.email,,
https://slack.com/marketplace/A03R53730AJ-asa-team,Asa Team & Slack Integration | Slack Marketplace,Free,app_mentions:read channels:history channels:read chat:write commands groups:history groups:read im:history im:read im:write users:read,,
https://slack.com/marketplace/A03R7PJCT6G-saasconsole,SaaSConsole & Slack Integration | Slack Marketplace,Free and paid plans available,channels:join channels:manage channels:read conversations.connect:write users:read users:read.email,,
https://slack.com/marketplace/A03R86NK55Y-multiplayer,Multiplayer & Slack Integration | Slack Marketplace,Free,chat:write commands links:read links:write team:read users.profile:read,,
https://slack.com/marketplace/A03RBSX9V54-mememe,Mememe & Slack Integration | Slack Marketplace,Free,commands users:read,,
https://slack.com/marketplace/A03RERP0BQQ-diversitybot,DiversityBot & Slack Integration | Slack Marketplace,Paid with free trial,channels:history chat:write commands groups:history mpim:history users:read users:read.email,,
https://slack.com/marketplace/A03RJ69D16D-versatile-plantuml-renderer,Versatile PlantUML Renderer & Slack Integration | Slack Marketplace,Free,app_mentions:read channels:read chat:write commands files:write groups:read mpim:read,,
https://slack.com/marketplace/A03RLAC37SQ-prisma-sd-wan-elcapitan,Prisma SD-WAN Elcapitan & Slack Integration | Slack Marketplace,Included with service subscription,app_mentions:read channels:read chat:write groups:read im:history im:write users:read,,
https://slack.com/marketplace/A03RLAZ3ZFW-prisma-sd-wan-hood,Prisma SD-WAN Hood & Slack Integration | Slack Marketplace,Included with service subscription,app_mentions:read channels:read chat:write groups:read im:history im:write users:read,,
https://slack.com/marketplace/A03RQJJFZUP-plain,Plain & Slack Integration | Slack Marketplace,Paid with free trial,assistant:write channels:history channels:join channels:manage channels:read chat:write chat:write.customize commands files:read files:write groups:history groups:read im:history im:read im:write links:read links:write mpim:read openid profile reactions:read reactions:write team:read usergroups:read usergroups:write users:read users:read.email,,
https://slack.com/marketplace/A03S7UR7JMD-officedays,Officedays & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write commands groups:read im:write openid profile team:read users:read,,
https://slack.com/marketplace/A03SCSA15FA-phish-report,Phish Report & Slack Integration | Slack Marketplace,Included with service subscription,chat:write chat:write.public commands,,
https://slack.com/marketplace/A03SS6FKEHY-gather-town,Gather Town & Slack Integration | Slack Marketplace,Free,channels:read commands groups:read,,
https://slack.com/marketplace/A03T5T94R3L-rudol,rudol & Slack Integration | Slack Marketplace,Included with service subscription,chat:write chat:write.public commands im:write links:read links:write,,
