url,nom,prix,scopes,scopes_anciens,statut
https://slack.com/marketplace/A024R9PQM-zapier,Zapier & Slack Integration | Slack Marketplace,Free and paid plans available,canvases:read canvases:write channels:history channels:join channels:manage channels:read channels:write chat:write chat:write.customize chat:write.public commands emoji:read files:read files:write groups:history groups:read groups:write im:read im:write mcp:connect mpim:read mpim:write reactions:read reactions:write reminders:read reminders:write search:read stars:read team:read users.profile:read users.profile:write users:read users:read.email,,
https://slack.com/marketplace/A024V4Y32-rollbar,Rollbar & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.public groups:read,,
https://slack.com/marketplace/A026TMMGZ-envoy,Envoy & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write commands files:read groups:read im:history team:read users.profile:read users.profile:write users:read users:read.email,,
https://slack.com/marketplace/A028EET9K-reamaze,Reamaze & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write chat:write.public groups:read users:read users:read.email,,
https://slack.com/marketplace/A028LGAFF-ifttt,IFTTT & Slack Integration | Slack Marketplace,,identify ifttt,identify,
https://slack.com/marketplace/A029JSE6S-woopra,Woopra & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.public groups:read,,
https://slack.com/marketplace/A02MQ7G50-groove,Groove & Slack Integration | Slack Marketplace,,channels:read channels:write chat:write:bot identify users:read users:read.email,identify,
https://slack.com/marketplace/A02NEMM42-sketchboard,Sketchboard & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write commands files:write groups:read users:read users:read.email,,
https://slack.com/marketplace/A03BS4Q25-chatlio,Chatlio & Slack Integration | Slack Marketplace,Paid with free trial,channels:history channels:join channels:manage channels:read channels:write chat:write chat:write.customize commands files:read files:write users:read users:read.email,,
https://slack.com/marketplace/A03EA2WU3-google-cloud-monitoring,Google Cloud Monitoring & Slack Integration | Slack Marketplace,Free,chat:write chat:write.customize chat:write.public,,
https://slack.com/marketplace/A03EEEKAC-sunshine-conversations,Sunshine Conversations & Slack Integration | Slack Marketplace,Paid with free trial,channels:read channels:write chat:write:bot commands identify reactions:write users:read users:read.email,identify,
https://slack.com/marketplace/A03HHTUN5-appbot-app-review-alerts-replies,Appbot: App review alerts & replies & Slack Integration | Slack Marketplace,Paid with free trial,incoming-webhook,,
https://slack.com/marketplace/A040V0NDN-jell,Jell & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write chat:write.customize chat:write.public commands email files:read groups:read im:history im:read im:write mpim:history mpim:read mpim:write openid profile team:read users:read users:read.email,,
https://slack.com/marketplace/A0420JJBG-meistertask,MeisterTask & Slack Integration | Slack Marketplace,Free and paid plans available,channels:join channels:read chat:write commands groups:read im:write links:read links:write users:read,,
https://slack.com/marketplace/A049DK44V-basicops,BasicOps & Slack Integration | Slack Marketplace,Paid with free trial,channels:read channels:write chat:write commands groups:read team:read users:read users:read.email,,
https://slack.com/marketplace/A04E6JX41-polly,Polly & Slack Integration | Slack Marketplace,Free and paid plans available,app_mentions:read channels:join channels:read chat:write chat:write.public commands email emoji:read groups:read identity.basic im:history im:read im:write links.embed:write links:read links:write mcp:connect mpim:read mpim:write openid profile reactions:read team:read usergroups:read users:read users:read.email workflow.steps:execute,,
https://slack.com/marketplace/A04HFQ65G-ghost-inspector,Ghost Inspector & Slack Integration | Slack Marketplace,Paid with free trial,chat:write chat:write.customize chat:write.public,,
https://slack.com/marketplace/A04N642T5-nevercode,Nevercode & Slack Integration | Slack Marketplace,Paid with free trial,chat:write:bot,,
https://slack.com/marketplace/A04TY9R1W-weekdone,Weekdone & Slack Integration | Slack Marketplace,Free and paid plans available,app_mentions:read channels:read chat:write chat:write.public commands groups:read im:history im:read im:write users:write,,
https://slack.com/marketplace/A055DTB1N-harmonia,Harmonia & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.customize chat:write.public identify im:read im:write mpim:read mpim:write team:read users:read,identify,
https://slack.com/marketplace/A0659EDGA-asknicely,AskNicely & Slack Integration | Slack Marketplace,Paid,channels:manage channels:read chat:write chat:write.public groups:read,,
https://slack.com/marketplace/A06GEEMJM-biztera,Biztera & Slack Integration | Slack Marketplace,Paid with free trial,chat:write chat:write.customize chat:write.public commands incoming-webhook users:read users:read.email,,
https://slack.com/marketplace/A06GPJ1FT-tonkean,Tonkean & Slack Integration | Slack Marketplace,Paid,app_mentions:read channels:history channels:manage channels:read chat:write chat:write.customize chat:write.public commands files:read groups:read groups:write im:history im:read im:write mpim:write reactions:write team:read usergroups:read usergroups:write users:read users:read.email,,
https://slack.com/marketplace/A06JN7G0Z-fullstory,Fullstory & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.public groups:read,,
https://slack.com/marketplace/A06MBNBND-yarn,Yarn & Slack Integration | Slack Marketplace,,commands identify,identify,
https://slack.com/marketplace/A074YH40Z-trello,Trello & Slack Integration | Slack Marketplace,Free,channels:history channels:read channels:write chat:write chat:write.public commands dnd:read emoji:read files:read groups:history groups:read groups:write im:history im:write links:read links:write mpim:history reactions:read reactions:write reminders:write search:read stars:read team:read users:read users:read.email,,
https://slack.com/marketplace/A0789LKLZ-app-monitoring-by-appfigures,App Monitoring by Appfigures & Slack Integration | Slack Marketplace,Paid with free trial,incoming-webhook,,
https://slack.com/marketplace/A07M3FSPK-slaask,Slaask & Slack Integration | Slack Marketplace,,bot channels:history channels:read channels:write chat:write:bot chat:write:user commands dnd:read emoji:read files:read files:write:user groups:history groups:read identity.basic identity.email im:history im:read im:write mpim:history mpim:read mpim:write pins:read pins:write reactions:read reactions:write rtm:stream stars:read stars:write team:read usergroups:read users:read users:read.email users:write,bot,classic
https://slack.com/marketplace/A08CX8F9V-betterworks,Betterworks & Slack Integration | Slack Marketplace,Paid,channels:read chat:write commands im:write users:read users:read.email,,
https://slack.com/marketplace/A08HJAPG9-airtable,Airtable & Slack Integration | Slack Marketplace,Free and paid plans available,app_mentions:read assistant:write channels:history channels:read chat:write chat:write.customize chat:write.public groups:history groups:read groups:write im:history im:read incoming-webhook links:read links:write reactions:write usergroups:read users:read users:read.email,,
https://slack.com/marketplace/A08K8F6UD-cronitor,Cronitor & Slack Integration | Slack Marketplace,Paid with free trial,incoming-webhook,,
https://slack.com/marketplace/A08MGBLJV-zeplin,Zeplin & Slack Integration | Slack Marketplace,Free,emoji:read incoming-webhook links:read links:write,,
https://slack.com/marketplace/A08Q84QDV-dropbox-sign,Dropbox Sign & Slack Integration | Slack Marketplace,Free,incoming-webhook,,
https://slack.com/marketplace/A08R17T9P-veryfi-receipts-expenses,Veryfi Receipts & Expenses & Slack Integration | Slack Marketplace,Paid with free trial,channels:manage channels:read chat:write files:write groups:read team:read,,
https://slack.com/marketplace/A09DAFV7W-pluga,Pluga & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.customize chat:write.public groups:read,,
https://slack.com/marketplace/A09KA6CEQ-dead-mans-snitch,Dead Man's Snitch & Slack Integration | Slack Marketplace,Free and paid plans available,commands incoming-webhook,,
https://slack.com/marketplace/A09L8EGTZ-chatra,Chatra & Slack Integration | Slack Marketplace,Free and paid plans available,incoming-webhook,,
https://slack.com/marketplace/A09M09E8Y-rescuetime,RescueTime & Slack Integration | Slack Marketplace,Paid with free trial,dnd:write users.profile:read users.profile:write users:write,,
https://slack.com/marketplace/A0A0APS3U-nikatime,NikaTime & Slack Integration | Slack Marketplace,Paid with free trial,app_mentions:read chat:write commands dnd:read im:history im:read im:write team:read users.profile:read users:read users:read.email,,
https://slack.com/marketplace/A0A2X8LCB-workboard,Workboard & Slack Integration | Slack Marketplace,Free,bot channels:history channels:read chat:write:bot chat:write:user commands dnd:read emoji:read files:read files:write:user groups:history groups:read im:history im:read im:write mpim:history mpim:read mpim:write pins:read pins:write reactions:read reactions:write rtm:stream stars:read stars:write team:read usergroups:read users:read users:read.email users:write,bot,classic
https://slack.com/marketplace/A0A3TRQ3V-checkmarket,CheckMarket & Slack Integration | Slack Marketplace,Paid with free trial,identify incoming-webhook,identify,
https://slack.com/marketplace/A0B0SL8FQ-updownio,updown.io & Slack Integration | Slack Marketplace,Paid with free trial,incoming-webhook,,
https://slack.com/marketplace/A0BQ20KCL-workato,Workato & Slack Integration | Slack Marketplace,Paid with free trial,channels:history channels:read channels:write chat:write groups:history groups:read groups:write im:history im:read im:write mpim:history mpim:read mpim:write search:read.im search:read.mpim search:read.private search:read.public users:read users:read.email,,
https://slack.com/marketplace/A0BS9FH3M-perdoo,Perdoo & Slack Integration | Slack Marketplace,Free,channels:read chat:write chat:write.public groups:read im:history im:write users:read users:read.email,,
https://slack.com/marketplace/A0BTQ0LN4-feedly,Feedly & Slack Integration | Slack Marketplace,Included with service subscription,channels:read chat:write chat:write.public commands users:read users:read.email,,
https://slack.com/marketplace/A0C0YV1DJ-toggl-plan,Toggl Plan & Slack Integration | Slack Marketplace,Paid with free trial,incoming-webhook,,
https://slack.com/marketplace/A0CG6KDEY-xplenty,Xplenty & Slack Integration | Slack Marketplace,,identify incoming-webhook,identify,
https://slack.com/marketplace/A0CJMFPPT-favro,Favro & Slack Integration | Slack Marketplace,Paid with free trial,identity.basic identity.team incoming-webhook links:read links:write,,
https://slack.com/marketplace/A0D5CSR6U-dns-check,DNS Check & Slack Integration | Slack Marketplace,,identify incoming-webhook,identify,
https://slack.com/marketplace/A0D9KAFL7-brandfolder,Brandfolder & Slack Integration | Slack Marketplace,,bot channels:history channels:read chat:write:bot chat:write:user commands dnd:read emoji:read files:read files:write:user groups:history groups:read im:history im:read im:write incoming-webhook links:read links:write mpim:history mpim:read mpim:write pins:read pins:write reactions:read reactions:write rtm:stream stars:read stars:write team:read usergroups:read users:read users:read.email users:write,bot,classic
https://slack.com/marketplace/A0D9P0LKH-wakatime,WakaTime & Slack Integration | Slack Marketplace,,channels:read chat:write:bot identify im:write,identify,
https://slack.com/marketplace/A0DB5GQPN-luciq-ai,Luciq AI & Slack Integration | Slack Marketplace,Free and paid plans available,chat:write chat:write.public incoming-webhook links.embed:write links:read team:read users:read users:read.email,,
https://slack.com/marketplace/A0DDRP63D-conclude,Conclude & Slack Integration | Slack Marketplace,Free and paid plans available,app_mentions:read bookmarks:read bookmarks:write channels:history channels:manage channels:read channels:write chat:write chat:write.customize chat:write.public commands dnd:read email files:read files:write groups:history groups:read groups:write im:history im:read im:write openid pins:read pins:write profile reactions:read reactions:write team:read usergroups:read users.profile:read users:read users:read.email users:write,,
https://slack.com/marketplace/A0DE316BV-screenful,Screenful & Slack Integration | Slack Marketplace,Paid with free trial,channels:join channels:read chat:write files:write,,
https://slack.com/marketplace/A0DGF0H1T-small-improvements,Small Improvements & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write chat:write.public commands reactions:read users:read users:read.email,,
https://slack.com/marketplace/A0DPHKK7Z-robin,Robin & Slack Integration | Slack Marketplace,Paid with free trial,channels:history channels:read chat:write chat:write.public commands email groups:history groups:read im:history im:read im:write incoming-webhook mpim:history mpim:read mpim:write openid profile team:read users:read users:read.email users:write,,
https://slack.com/marketplace/A0E57HPCM-shortcut,Shortcut & Slack Integration | Slack Marketplace,Free and paid plans available,app_mentions:read channels:history channels:join chat:write commands identity.basic im:history im:read im:write incoming-webhook links:read links:write openid reactions:read users:read users:read.email,,
https://slack.com/marketplace/A0E7XRQQH-tap-my-back-employee-recognition,Tap My Back - Employee Recognition & Slack Integration | Slack Marketplace,Free and paid plans available,chat:write commands im:history incoming-webhook users:read users:read.email,,
https://slack.com/marketplace/A0EC0SPRN-absenceio,absence.io & Slack Integration | Slack Marketplace,Free and paid plans available,channels:join channels:read chat:write commands email groups:read im:read incoming-webhook openid profile users:read users:read.email,,
https://slack.com/marketplace/A0EP69E58-tatsu,Tatsu & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write chat:write.customize chat:write.public commands files:read groups:read im:history im:read im:write mpim:read team:read users.profile:read users:read users:read.email workflow.steps:execute,,
https://slack.com/marketplace/A0ETUNFEW-simple-in-out,Simple In/Out & Slack Integration | Slack Marketplace,Paid with free trial,commands incoming-webhook,,
https://slack.com/marketplace/A0EVCDGU8-buddy,Buddy & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write files:write groups:read team:read users:read,,
https://slack.com/marketplace/A0F65KFND-stunning,Stunning & Slack Integration | Slack Marketplace,Free,identify incoming-webhook,identify,
https://slack.com/marketplace/A0F7VRFKN-jenkins-ci,Jenkins CI & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F7VRG6Q-outgoing-webhooks,Outgoing WebHooks & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F7VRGVA-runscope-legacy,Runscope (Legacy) & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F7VRHCL-statuspage-team-notifications,Statuspage Team Notifications & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F7XDU93-hubot,Hubot & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F7XDUAZ-incoming-webhooks,Incoming WebHooks & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F7XDUJH-lita,Lita & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F7YS25R-bots,Bots & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F7YS2CB-buildkite-legacy,Buildkite (Legacy) & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F7YS2SX-github-enterprise-server,GitHub Enterprise Server & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F7YS351-google-meet,Google Meet & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F7YS56X-semaphore-legacy,Semaphore (Legacy) & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F7YS675-userlike-legacy,Userlike (Legacy) & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F8147RP-airbrake,Airbrake & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F8148AV-blossom-legacy,Blossom (Legacy) & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F81496D-email,Email & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F814AV7-pingdom,Pingdom & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F81FKT8-codeship,Codeship & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F81FMAA-logentries-legacy,Logentries (Legacy) & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F81FMT8-papertrail,Papertrail & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F81FP4N-travis-ci,Travis CI & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F81R5AB-code-climate-legacy,Code Climate (Legacy) & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F81R5CP-crashlytics,Crashlytics & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F81R747-nagios,Nagios & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F81R7U7-rss,RSS & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F827G56-amazon-sqs,Amazon SQS & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F827J2C-giphy,Giphy & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F827JC8-gosquared-legacy,GoSquared (Legacy) & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F827LTA-subversion,Subversion & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F82E57C-box-file-picker,Box File Picker & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F82E726-mailchimp,Mailchimp & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F82E8CA-slash-commands,Slash Commands & Slack Integration | Slack Marketplace,,,,
https://slack.com/marketplace/A0F8XLBU6-calamari,Calamari & Slack Integration | Slack Marketplace,Paid with free trial,channels:read channels:write chat:write commands dnd:read email files:read groups:read groups:write identity.basic identity.email identity.team im:history im:read im:write mpim:read mpim:write openid profile team:read users.profile:read users.profile:write users:read users:read.email,,
https://slack.com/marketplace/A0FHVR2R0-guru,Guru & Slack Integration | Slack Marketplace,Paid with free trial,app_mentions:read canvases:read canvases:write channels:history channels:read chat:write chat:write.public commands groups:history groups:read groups:write im:history im:read im:write links:read links:write mcp:connect mpim:history mpim:read reactions:read reactions:write search:read.files search:read.im search:read.mpim search:read.private search:read.public search:read.users users:read users:read.email,,
https://slack.com/marketplace/A0FK7BQMB-samanage,Samanage & Slack Integration | Slack Marketplace,,identify incoming-webhook,identify,
https://slack.com/marketplace/A0FLEFJR3-chartbeat,Chartbeat & Slack Integration | Slack Marketplace,Paid,commands identify incoming-webhook team:read,identify,
https://slack.com/marketplace/A0FNGS7UZ-prodpad,ProdPad & Slack Integration | Slack Marketplace,Paid with free trial,app_mentions:read channels:history channels:join channels:read chat:write chat:write.public commands email files:read groups:history groups:read im:history im:read im:write links:read links:write mpim:history mpim:read mpim:write openid profile users:read users:read.email,,
https://slack.com/marketplace/A0FTZT2SU-repuso,Repuso & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write chat:write.public groups:read,,
https://slack.com/marketplace/A0G0Q15F1-arc-analytics,Arc Analytics & Slack Integration | Slack Marketplace,Free and paid plans available,commands identity.avatar identity.basic identity.email identity.team incoming-webhook users:read users:read.email,,
https://slack.com/marketplace/A0G4336GN-manifestly-checklists-and-tasks,Manifestly Checklists and Tasks & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write chat:write.public commands groups:read identity.avatar identity.basic identity.email identity.team im:write links:read links:write team:read users:read users:read.email,,
https://slack.com/marketplace/A0G4ZP5GV-doorbell,Doorbell & Slack Integration | Slack Marketplace,Free and paid plans available,incoming-webhook users:read users:read.email,,
https://slack.com/marketplace/A0G8S1LSC-lucidchart,Lucidchart & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.customize chat:write.public commands files:write groups:read im:history im:write links:read links:write mcp:connect remote_files:write team:read users:read users:read.email,,
https://slack.com/marketplace/A0G8X1REV-employee-advocacy-by-sprout-social,Employee Advocacy by Sprout Social & Slack Integration | Slack Marketplace,Included with service subscription,channels:read chat:write chat:write.public commands users:read users:read.email,,
https://slack.com/marketplace/A0GAW4S5P-happyfox-chat,HappyFox Chat & Slack Integration | Slack Marketplace,Paid with free trial,incoming-webhook,,
https://slack.com/marketplace/A0GMBGE69-timetastic,Timetastic & Slack Integration | Slack Marketplace,Paid with free trial,chat:write chat:write.customize commands im:write incoming-webhook users:read users:read.email,,
https://slack.com/marketplace/A0GPS7HLM-uptrends,Uptrends & Slack Integration | Slack Marketplace,Paid with free trial,incoming-webhook,,
https://slack.com/marketplace/A0GU27WR1-workleap-officevibe,Workleap Officevibe & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write commands email groups:read im:read im:write mpim:read openid profile team:read users:read users:read.email,,
https://slack.com/marketplace/A0H4MTN4T-front,Front & Slack Integration | Slack Marketplace,Paid with free trial,channels:history channels:read chat:write chat:write.public commands groups:history groups:read im:history im:read mpim:history users:read users:read.email,,
https://slack.com/marketplace/A0H4VM9FG-tettra-wiki,Tettra Wiki & Slack Integration | Slack Marketplace,Paid with free trial,app_mentions:read channels:history channels:join channels:read chat:write chat:write.customize chat:write.public commands email groups:history groups:read im:history im:read im:write incoming-webhook links:read links:write mpim:read mpim:write openid profile team:read users.profile:read users:read users:read.email,,
https://slack.com/marketplace/A0H53JS82-package-zen,Package Zen & Slack Integration | Slack Marketplace,Paid with free trial,app_mentions:read chat:write im:history users:read users:read.email,,
https://slack.com/marketplace/A0H615TC3-redbooth,Redbooth & Slack Integration | Slack Marketplace,Paid with free trial,chat:write commands im:write incoming-webhook,,
https://slack.com/marketplace/A0H67RAG0-standup-polls-surveys-by-geekbot,"Standup, Polls & Surveys by Geekbot & Slack Integration | Slack Marketplace",Free and paid plans available,channels:history channels:read channels:write chat:write chat:write.customize commands dnd:read files:read groups:history groups:read groups:write.invites im:history im:read im:write mpim:history mpim:read mpim:write reactions:read reactions:write team:read users:read users:read.email users:write,,
https://slack.com/marketplace/A0HBTUUPK-workast,Workast & Slack Integration | Slack Marketplace,Free and paid plans available,channels:manage channels:read chat:write chat:write.public commands email groups:read identity.basic identity.email im:history im:read im:write links:read links:write openid profile reactions:read team:read users:read users:read.email workflow.steps:execute,,
https://slack.com/marketplace/A0HFW7MR6-simple-poll,Simple Poll & Slack Integration | Slack Marketplace,Free and paid plans available,app_mentions:read channels:join channels:read chat:write commands email groups:read identity.basic identity.email im:read im:write mpim:read openid profile team:read users:read workflow.steps:execute,,
https://slack.com/marketplace/A0HP2JH6Z-betty,Betty & Slack Integration | Slack Marketplace,Free,chat:write im:write users:read users:read.email,,
https://slack.com/marketplace/A0HPQ0RDG-firefliesai,Fireflies.ai & Slack Integration | Slack Marketplace,Free and paid plans available,app_mentions:read channels:history channels:read chat:write chat:write.public files:read groups:history groups:read im:read incoming-webhook mpim:read reactions:read reactions:write search:read.public usergroups:read users:read users:read.email,,
https://slack.com/marketplace/A0HRANGC8-pulseway,Pulseway & Slack Integration | Slack Marketplace,,identify incoming-webhook,identify,
https://slack.com/marketplace/A0HUMK35J-lattice,Lattice & Slack Integration | Slack Marketplace,Paid,app_mentions:read channels:history channels:read chat:write chat:write.customize chat:write.public commands emoji:read groups:history groups:read im:history im:read incoming-webhook mcp:connect mpim:history mpim:read reactions:read usergroups:read users:read users:read.email,,
https://slack.com/marketplace/A0HVDHQ8Z-workbot,Workbot & Slack Integration | Slack Marketplace,Paid with free trial,app_mentions:read channels:read chat:write files:read files:write groups:read identity.basic identity.email identity.team im:history im:write mpim:read users:read users:read.email,,
https://slack.com/marketplace/A0J4UNFLN-heytaco,HeyTaco & Slack Integration | Slack Marketplace,Paid with free trial,channels:history channels:join channels:manage channels:read channels:write chat:write commands email emoji:read groups:history groups:read groups:write im:history im:read im:write mpim:history mpim:read mpim:write openid profile reactions:read team:read users:read users:read.email users:write,,
https://slack.com/marketplace/A0J6STP1A-greenhouse,Greenhouse & Slack Integration | Slack Marketplace,Paid,incoming-webhook,,
https://slack.com/marketplace/A0JNRNYAJ-sl-reseplaneraren,SL reseplaneraren & Slack Integration | Slack Marketplace,Free,commands incoming-webhook,,
https://slack.com/marketplace/A0K3CQWSG-continu,Continu & Slack Integration | Slack Marketplace,Included with service subscription,app_mentions:read channels:join channels:read chat:write chat:write.customize files:write groups:read im:history im:read im:write mpim:read mpim:write users:read users:read.email,,
https://slack.com/marketplace/A0K7BALJ1-dicebot,Dicebot & Slack Integration | Slack Marketplace,Free,commands,,
https://slack.com/marketplace/A0K920H5W-checkfront-online-bookings,Checkfront Online Bookings & Slack Integration | Slack Marketplace,,chat:write:bot identify,identify,
https://slack.com/marketplace/A0K9R12P2-app-radar-insights,App Radar Insights & Slack Integration | Slack Marketplace,Free and paid plans available,identify incoming-webhook,identify,
https://slack.com/marketplace/A0KL9NYFJ-hourstack,HourStack & Slack Integration | Slack Marketplace,Paid with free trial,commands,,
https://slack.com/marketplace/A0L1PN278-castle-legacy,Castle (legacy) & Slack Integration | Slack Marketplace,Free and paid plans available,incoming-webhook,,
https://slack.com/marketplace/A0L2KMHK2-device-magic,Device Magic & Slack Integration | Slack Marketplace,Paid with free trial,files:write incoming-webhook,,
https://slack.com/marketplace/A0L4BKBG9-dropbox-paper,Dropbox Paper & Slack Integration | Slack Marketplace,,bot channels:history channels:read chat:write:bot chat:write:user commands dnd:read emoji:read files:read files:write:user groups:history groups:read im:history im:read im:write links:read links:write mpim:history mpim:read mpim:write pins:read pins:write reactions:read reactions:write rtm:stream stars:read stars:write team:read usergroups:read users:read users:read.email users:write,bot,classic
https://slack.com/marketplace/A0L4C9VPU-sympli-handoff,Sympli Handoff & Slack Integration | Slack Marketplace,Free and paid plans available,incoming-webhook,,
https://slack.com/marketplace/A0L6ELY4E-standupbot,StandupBot & Slack Integration | Slack Marketplace,Paid with free trial,channels:join channels:read chat:write chat:write.customize commands dnd:read email groups:read im:history im:read im:write openid profile team:read users.profile:read users:read users:read.email,,
https://slack.com/marketplace/A0L99V1K9-setmore,Setmore & Slack Integration | Slack Marketplace,Free and paid plans available,commands incoming-webhook,,
https://slack.com/marketplace/A0L9H2PPW-motivosity,Motivosity & Slack Integration | Slack Marketplace,Paid,commands incoming-webhook users:read users:read.email,,
https://slack.com/marketplace/A0LFAJC75-scrum-mate,Scrum Mate & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write chat:write.public groups:read team:read users:read,,
https://slack.com/marketplace/A0LFBGJ2H-desk-yogi,Desk Yogi & Slack Integration | Slack Marketplace,Paid,channels:read chat:write incoming-webhook users:read users:write,,
https://slack.com/marketplace/A0LHTUMUH-practitest-test-case-management,PractiTest Test Case Management & Slack Integration | Slack Marketplace,Paid with free trial,incoming-webhook,,
https://slack.com/marketplace/A0M11DHLP-teamphoria,Teamphoria & Slack Integration | Slack Marketplace,Paid with free trial,channels:read chat:write chat:write.public commands groups:read users:read users:read.email,,
https://slack.com/marketplace/A0M22HR1P-quip,Quip & Slack Integration | Slack Marketplace,Paid,channels:read channels:write chat:write chat:write.customize commands groups:read groups:write identity.avatar identity.basic identity.email identity.team im:read im:write links:read links:write mpim:read mpim:write team:read users:read users:read.email workflow.steps:execute,,
https://slack.com/marketplace/A0M2LQBB6-zoho-expense,Zoho Expense & Slack Integration | Slack Marketplace,,commands identify incoming-webhook,identify,
https://slack.com/marketplace/A0M2RV5TL-zoho-invoice,Zoho Invoice & Slack Integration | Slack Marketplace,Free and paid plans available,incoming-webhook,,
https://slack.com/marketplace/A0M2TP6PJ-zoho-billing,Zoho Billing & Slack Integration | Slack Marketplace,Free,incoming-webhook,,
https://slack.com/marketplace/A0M93D0UB-shred,Shred & Slack Integration | Slack Marketplace,Paid with free trial,commands,,
https://slack.com/marketplace/A0MEQBTD3-appfollow-review-updates-monitor,AppFollow: Review & Updates Monitor & Slack Integration | Slack Marketplace,Free and paid plans available,channels:read chat:write chat:write.public commands groups:read identity.avatar identity.basic identity.email identity.team incoming-webhook team:read,,
https://slack.com/marketplace/A0MFXBHRU-standup-jack,Standup Jack & Slack Integration | Slack Marketplace,Paid with free trial,channels:read channels:write chat:write chat:write.customize groups:read groups:write im:history im:read im:write reactions:read reactions:write team:read users:read users:write,,
https://slack.com/marketplace/A0MGEUABB-satismeter,SatisMeter & Slack Integration | Slack Marketplace,Paid with free trial,chat:write chat:write.customize chat:write.public incoming-webhook,,
https://slack.com/marketplace/A0MMZ4R3R-peakon,Peakon & Slack Integration | Slack Marketplace,Paid,chat:write im:write users:read users:read.email,,
https://slack.com/marketplace/A0MN96M70-poeditor,POEditor & Slack Integration | Slack Marketplace,Free and paid plans available,incoming-webhook,,
https://slack.com/marketplace/A0NAR0BN3-applivery,Applivery & Slack Integration | Slack Marketplace,Free,identify incoming-webhook,identify,
https://slack.com/marketplace/A0NSTB8R3-todoist,Todoist & Slack Integration | Slack Marketplace,Free and paid plans available,commands identify,identify,
https://slack.com/marketplace/A0P128LKU-brand24,Brand24 & Slack Integration | Slack Marketplace,Paid with free trial,identify incoming-webhook,identify,
https://slack.com/marketplace/A0P706Y1E-i-done-this,I Done This & Slack Integration | Slack Marketplace,,channels:read chat:write:bot commands identity.basic incoming-webhook,,
https://slack.com/marketplace/A0PD1KMUZ-ez-notify-by-highview-apps,EZ Notify by Highview Apps & Slack Integration | Slack Marketplace,Paid with free trial,chat:write chat:write.public commands incoming-webhook,,
